# composition,0.64NaCl-0.36UCl3
# source,Andersson, 2022
# temperature_K,1250
# raw_file,0.64NaCl-0.36UCl3_Andersson_2022_1250.0_AP.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,Na-Cl,Na-Na,Na-U,U-Cl,U-U
1.1835418818669334,0.0,0.0,0.0,0.0,0.0,0.0
1.1870025306443222,0.0,0.0,0.0,0.0,0.0,0.0
1.1904631794217109,0.0,0.0,0.0,0.0,0.0,0.0
1.1939238281990996,0.0,0.0,0.0,0.0,0.0,0.0
1.1973844769764883,0.0,0.0,0.0,0.0,0.0,0.0
1.200845125753877,0.0,0.0,0.0,0.0,0.0,0.0
1.2043057745312657,0.0,0.0,0.0,0.0,0.0,0.0
1.2077664233086542,0.0,0.0,0.0,0.0,0.0,0.0
1.211227072086043,0.0,0.0,0.0,0.0,0.0,0.0
1.2146877208634317,0.0,0.0,0.0,0.0,0.0,0.0
1.2181483696408204,0.0,0.0,0.0,0.0,0.0,0.0
1.2216090184182091,0.0,0.0,0.0,0.0,0.0,0.0
1.2250696671955978,0.0,0.0,0.0,0.0,0.0,0.0
1.2285303159729866,0.0,0.0,0.0,0.0,0.0,0.0
1.2319909647503753,0.0,0.0,0.0,0.0,0.0,0.0
1.235451613527764,0.0,0.0,0.0,0.0,0.0,0.0
1.2389122623051525,0.0,0.0,0.0,0.0,0.0,0.0
1.2423729110825412,0.0,0.0,0.0,0.0,0.0,0.0
1.24583355985993,0.0,0.0,0.0,0.0,0.0,0.0
1.2492942086373187,0.0,0.0,0.0,0.0,0.0,0.0
1.2527548574147074,0.0,0.0,0.0,0.0,0.0,0.0
1.256215506192096,0.0,0.0,0.0,0.0,0.0,0.0
1.2596761549694848,0.0,0.0,0.0,0.0,0.0,0.0
1.2631368037468735,0.0,0.0,0.0,0.0,0.0,0.0
1.2665974525242623,0.0,0.0,0.0,0.0,0.0,0.0
1.2700581013016508,0.0,0.0,0.0,0.0,0.0,0.0
1.2735187500790395,0.0,0.0,0.0,0.0,0.0,0.0
1.2769793988564282,0.0,0.0,0.0,0.0,0.0,0.0
1.280440047633817,0.0,0.0,0.0,0.0,0.0,0.0
1.2839006964112056,0.0,0.0,0.0,0.0,0.0,0.0
1.2873613451885944,0.0,0.0,0.0,0.0,0.0,0.0
1.290821993965983,0.0,0.0,0.0,0.0,0.0,0.0
1.2942826427433718,0.0,0.0,0.0,0.0,0.0,0.0
1.2977432915207605,0.0,0.0,0.0,0.0,0.0,0.0
1.301203940298149,0.0,0.0,0.0,0.0,0.0,0.0
1.3046645890755377,0.0,0.0,0.0,0.0,0.0,0.0
1.3081252378529264,0.0,0.0,0.0,0.0,0.0,0.0
1.3115858866303152,0.0,0.0,0.0,0.0,0.0,0.0
1.3150465354077039,0.0,0.0,0.0,0.0,0.0,0.0
1.3185071841850926,0.0,0.0,0.0,0.0,0.0,0.0
1.3219678329624813,0.0,0.0,0.0,0.0,0.0,0.0
1.32542848173987,0.0,0.0,0.0,0.0,0.0,0.0
1.3288891305172585,0.0,0.0,0.0,0.0,0.0,0.0
1.3323497792946473,0.0,0.0,0.0,0.0,0.0,0.0
1.335810428072036,0.0,0.0,0.0,0.0,0.0,0.0
1.3392710768494247,0.0,0.0,0.0,0.0,0.0,0.0
1.3427317256268134,0.0,0.0,0.0,0.0,0.0,0.0
1.3461923744042021,0.0,0.0,0.0,0.0,0.0,0.0
1.3496530231815909,0.0,0.0,0.0,0.0,0.0,0.0
1.3531136719589796,0.0,0.0,0.0,0.0,0.0,0.0
1.3565743207363683,0.0,0.0,0.0,0.0,0.0,0.0
1.3600349695137568,0.0,0.0,0.0,0.0,0.0,0.0
1.3634956182911455,0.0,0.0,0.0,0.0,0.0,0.0
1.3669562670685342,0.0,0.0,0.0,0.0,0.0,0.0
