# composition,1.0NaF
# source,Walz, 2019
# temperature_K,1266
# raw_file,NaF_Walz_2019_1266.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,Na-F,Na-Na
1.1592922804530035,0.0,0.0,0.0
1.1656620182576902,0.0,0.0,0.0
1.1720317560623772,0.0,0.0,0.0
1.178401493867064,0.0,0.0,0.0
1.1847712316717507,0.0,0.0,0.0
1.1911409694764377,0.0,0.0,0.0
1.1975107072811244,0.0,0.0,0.0
1.2038804450858114,0.0,0.0,0.0
1.2102501828904981,0.0,0.0,0.0
1.2166199206951849,0.0,0.0,0.0
1.2229896584998718,0.0,0.0,0.0
1.2293593963045586,0.0,0.0,0.0
1.2357291341092456,0.0,0.0,0.0
1.2420988719139323,0.0,0.0,0.0
1.248468609718619,0.0,0.0,0.0
1.254838347523306,0.0,0.0,0.0
1.2612080853279928,0.0,0.0,0.0
1.2675778231326795,0.0,0.0,0.0
1.2739475609373665,0.0,0.0,0.0
1.2803172987420532,0.0,0.0,0.0
1.2866870365467402,0.0,0.0,0.0
1.293056774351427,0.0,0.0,0.0
1.2994265121561137,0.0,0.0,0.0
1.3057962499608007,0.0,0.0,0.0
1.3121659877654874,0.0,0.0,0.0
1.3185357255701742,0.0,0.0,0.0
1.3249054633748611,0.0,0.0,0.0
1.331275201179548,0.0,0.0,0.0
1.3376449389842349,0.0,0.0,0.0
1.3440146767889216,0.0,0.0,0.0
1.3503844145936084,0.0,0.0,0.0
1.3567541523982953,0.0,0.0,0.0
1.363123890202982,0.0,0.0,0.0
1.3694936280076688,0.0,0.0,0.0
1.3758633658123558,0.0,0.0,0.0
1.3822331036170425,0.0,0.0,0.0
1.3886028414217295,0.0,0.0,0.0
1.3949725792264163,0.0,0.0,0.0
1.401342317031103,0.0,0.0,0.0
1.40771205483579,0.0,0.0,0.0
1.4140817926404767,0.0,0.0,0.0
1.4204515304451635,0.0,0.0,0.0
1.4268212682498504,0.0,0.0,0.0
1.4331910060545372,0.0,0.0,0.0
1.4395607438592242,0.0,0.0,0.0
1.445930481663911,0.0,0.0,0.0
1.4523002194685977,0.0,0.0,0.0
1.4586699572732846,0.0,0.0,0.0
1.4650396950779714,0.0,0.0,0.0
1.4714094328826584,0.0,0.0,0.0
1.477779170687345,0.0,0.0,0.0
1.4841489084920318,0.0,0.0,0.0
1.4905186462967188,0.0,0.0,0.0
1.4968883841014056,0.0,0.0,0.0
1.5032581219060923,0.0,0.0,0.0
1.5096278597107793,0.0,0.0,0.0
