# composition,1.0KF
# source,Walz, 2019
# temperature_K,1131
# raw_file,KF_Walz_2019_1131.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,K-F,K-K
3.539716263320479,1.3882682508390685,0.5344377298770782,1.5738208566216512
3.5471682975590486,1.3937489192233883,0.532664783940035,1.5826282205818292
3.5546203317976177,1.3992295876077077,0.5309865362799953,1.5914355845420067
3.5620723660361873,1.4047102559920275,0.5293082886199554,1.600242948502185
3.569524400274757,1.4101909243763473,0.5276300409599156,1.6067697557777716
3.5769764345133264,1.4156715927606671,0.5259517932998757,1.6116465159673392
3.5844284687518955,1.4211522611449865,0.524273545639836,1.6165232761569064
3.591880502990465,1.4266329295293063,0.5225952979797961,1.6214000363464738
3.5993325372290346,1.4319117159313537,0.5209170503197563,1.6262767965360414
3.606784571467604,1.4342744197820334,0.5192388026597164,1.6311535567256088
3.6142366057061732,1.436637123632713,0.5175605549996767,1.636030316915176
3.6216886399447428,1.4389998274833926,0.5158823073396368,1.6409070771047434
3.6291406741833123,1.4413625313340723,0.514204059679597,1.645783837294311
3.6365927084218814,1.4437252351847518,0.5125258120195573,1.6506605974838782
3.644044742660451,1.4460879390354315,0.5108475643595174,1.6540657332190265
3.6514967768990205,1.4484506428861113,0.5091693166994775,1.655442180397599
3.65894881113759,1.450813346736791,0.5074910690394377,1.6568186275761714
3.666400845376159,1.4531760505874705,0.505812821379398,1.6581950747547438
3.6738528796147287,1.4555387544381502,0.5041345737193581,1.6595715219333165
3.6813049138532983,1.4579014582888299,0.5024563260593182,1.660947969111889
3.688756948091868,1.4602641621395096,0.5007780783992785,1.6623244162904613
3.696208982330437,1.462626865990189,0.4990998307392387,1.6637008634690338
3.7036610165690065,1.4640709529571592,0.4974215830791988,1.6650773106476062
3.711113050807576,1.4646615530504088,0.495743335419159,1.6664537578261787
3.7185650850461456,1.4652521531436584,0.4940650877591191,1.6678302050047513
3.7260171192847147,1.465842753236908,0.4925363036399826,1.6692066521833238
3.7334691535232842,1.4664333533301577,0.4919922150228348,1.6705830993618962
3.740921187761854,1.4670239534234075,0.491448126405687,1.6719595465404686
3.748373222000423,1.4676145535166571,0.4909040377885393,1.673335993719041
3.7558252562389924,1.4682051536099068,0.4903599491713916,1.6747124408976135
