# composition,0.535NaCl-0.315MgCl2-0.15CaCl2
# source,Wei, 2022
# temperature_K,1023
# raw_file,0.535NaCl-0.315MgCl2-0.15CaCl2_Wei_2022_1023.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Mg-Cl,Mg-Mg,Na-Cl,Na-Na
0.5061764620510255,0.03405615496941018,0.06994254393959641,0.05129229242994908,0.02292036113465172,0.02202169592748642,0.01743532074906276
0.5136202335517759,0.0338914639150335,0.06991030431509104,0.051251977985002736,0.022758516409018787,0.02183477739086388,0.017247673237175395
0.5210640050525263,0.03372677286065681,0.06987806469058566,0.051211663540056386,0.022596671683385854,0.021647858854241336,0.017060025725288034
0.5285077765532766,0.03356208180628013,0.0698458250660803,0.05117134909511004,0.022434826957752917,0.021482895498313285,0.016872378213400673
0.535951548054027,0.033397390751903434,0.06981358544157491,0.05113103465016369,0.022272982232119983,0.02132140477464391,0.01668473070151331
0.5433953195547774,0.03323269969752675,0.06978134581706955,0.05109072020521735,0.02211113750648705,0.021159914050974532,0.01649708318962595
0.5508390910555278,0.033068008643150064,0.06974910619256416,0.051050405760271,0.021949292780854116,0.020998423327305157,0.016309435677738588
0.5582828625562781,0.03290331758877338,0.06971393231886501,0.051010091315324656,0.02178744805522118,0.020836932603635783,0.016192600571711895
0.5657266340570285,0.03273862653439669,0.0696771276369146,0.05089968431940717,0.021625603329588246,0.020675441879966408,0.016125387606879503
0.5731704055577789,0.03257393548002001,0.06964032295496418,0.050726731099421114,0.021463758603955312,0.020513951156297033,0.01605817464204711
0.5806141770585292,0.032422521084428696,0.06960351827301377,0.05055377787943506,0.02130191387832238,0.02035246043262766,0.01599096167721472
0.5880579485592796,0.03229012981016331,0.06956671359106335,0.05038082465944901,0.021140069152689442,0.020190969708958284,0.015923748712382328
0.59550172006003,0.032157738535897935,0.06952990890911294,0.05020787143946295,0.02097822442705651,0.02002947898528891,0.015856535747549937
0.6029454915607804,0.03202534726163255,0.06949310422716252,0.0500349182194769,0.020816379701423575,0.019867988261619535,0.01578932278271754
0.6103892630615307,0.031892955987367175,0.06945629954521211,0.049861964999490846,0.02065453497579064,0.019706497537950157,0.01572210981788515
0.6178330345622811,0.03176056471310179,0.0694194948632617,0.04968901177950479,0.02055003543374959,0.019545006814280782,0.01565489685305276
0.6252768060630315,0.031628173438836414,0.06938269018131127,0.04951605855951874,0.020447401009325624,0.019383516090611407,0.015587683888220369
0.6327205775637819,0.03149578216457103,0.06934588549936085,0.049343105339532685,0.020344766584901662,0.019307069103100264,0.015520470923387977
0.6401643490645322,0.031363390890305654,0.06930908081741044,0.04917015211954663,0.020242132160477697,0.01928945330108792,0.015453257958555585
0.6476081205652826,0.03123099961604027,0.06927227613546003,0.048997198899560584,0.02013949773605373,0.019271837499075573,0.015386044993723194
0.655051892066033,0.03109860834177489,0.06923547145350961,0.048824245679574524,0.02003686331162977,0.01925422169706323,0.015318832028890802
0.6624956635667834,0.03096621706750951,0.0691765572400504,0.04865129245958848,0.019934228887205804,0.019236605895050884,0.01525161906405841
0.6699394350675337,0.03083382579324413,0.06908069276380088,0.04865418901781708,0.01983159446278184,0.01921899009303854,0.015184406099226019
0.6773832065682841,0.03070143451897875,0.06898482828755136,0.04917866137940079,0.019728960038357876,0.019201374291026196,0.015117193134393626
0.6848269780690345,0.03057444403319943,0.06888896381130184,0.049703133740984486,0.01962632561393391,0.01918375848901385,0.015049980169561234
0.6922707495697848,0.030482136064413697,0.06879309933505233,0.05022760610256819,0.01952369118950995,0.019166142687001505,0.014982767204728843
0.6997145210705352,0.030389828095627965,0.0686972348588028,0.05075207846415189,0.019421056765085983,0.01914852688498916,0.014915554239896451
0.7071582925712856,0.03029752012684223,0.06860137038255329,0.051276550825735595,0.01931842234066202,0.019130911082976817,0.01484834127506406
0.7146020640720361,0.030205212158056497,0.06850550590630376,0.05180102318731931,0.019215787916238056,0.01911329528096447,0.014946710093833467
0.7220458355727865,0.03011290418927076,0.06840964143005425,0.052325495548903006,0.019410353044434978,0.019095679478952125,0.015053568260982437
0.7294896070735368,0.03002059622048503,0.06831377695380474,0.05284996791048671,0.019732210507484502,0.01907806367693978,0.015160426428131405
0.7369333785742872,0.029928288251699298,0.06821791247755521,0.05337444027207041,0.020054067970534026,0.01905514711904615,0.015267284595280374
0.7443771500750376,0.029835980282913562,0.0681220480013057,0.053898912633654116,0.020375925433583547,0.019020901925050064,0.015374142762429342
0.751820921575788,0.02974367231412783,0.06802618352505618,0.054423384995237814,0.02069778289663307,0.018986656731053975,0.015481000929578312
0.7592646930765383,0.029651364345342098,0.06793031904880666,0.05494785735682152,0.021019640359682595,0.01895241153705789,0.015587859096727281
0.7667084645772887,0.029559056376556363,0.06787867012701583,0.05547232971840522,0.02134149782273212,0.018918166343061805,0.01569471726387625
0.7741522360780391,0.02946674840777063,0.06820011450735103,0.055996802079988924,0.021663355285781644,0.01888392114906572,0.015801575431025217
0.7815960075787894,0.0293744404389849,0.06852155888768621,0.056522558568513195,0.021985212748831164,0.018849675955069634,0.015908433598174187
