# composition,1.0LiF
# source,Walz, 2019
# temperature_K,1121
# raw_file,LiF_Walz_2019_1121.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,Li-F,Li-Li
2.415222600650325,0.9243072416205943,0.8417905919333392,0.9114120717864663
2.4203613721410706,0.9381252125725599,0.8354168620176546,0.925687523760767
2.4255001436318158,0.9525166556575736,0.8290431321019707,0.9399629757350665
2.4306389151225614,0.9683183799666957,0.8226694021862861,0.9542384277093672
2.4357776866133065,0.9841201042758164,0.8162956722706022,0.9685138796836668
2.440916458104052,0.9999218285849385,0.8099219423549177,0.9827893316579674
2.4460552295947973,1.0157235528940594,0.8035482124392337,0.9970647836322669
2.451194001085543,1.0315252772031813,0.7971744825235492,1.0113402356065677
2.456332772576288,1.0473270015123022,0.7908007526078653,1.025615687580867
2.4614715440670336,1.0631287258214241,0.7844270226921808,1.0398911395551678
2.4666103155577788,1.078930450130545,0.7780532927764967,1.05491805923089
2.4717490870485244,1.096667350485613,0.7716795628608123,1.0717197719192681
2.4768878585392695,1.1144446147120997,0.7653058329451283,1.0885214846076448
2.482026630030015,1.1322218789385876,0.7589321030294438,1.105323197296023
2.4871654015207603,1.1499991431650742,0.7525583731137598,1.1221249099843997
2.492304173011506,1.1677764073915624,0.7461846431980753,1.1389266226727779
2.497442944502251,1.185553671618049,0.7398109132823913,1.1557283353611545
2.5025817159929966,1.2007313992720998,0.7334371833667068,1.1725300480495326
2.5077204874837418,1.2106776776965982,0.7270634534510229,1.190229036186327
2.5128592589744874,1.2206239561210972,0.7206897235353383,1.2114899860153452
2.5179980304652325,1.2305702345455956,0.714308616821026,1.2327509358443618
2.523136801955978,1.2405165129700948,0.7070296172553517,1.25401188567338
2.5282755734467233,1.2504627913945932,0.6997506176896781,1.2752728355023963
2.533414344937469,1.2604090698190924,0.6924716181240037,1.2965337853314147
2.538553116428214,1.2703553482435908,0.68519261855833,1.3198089155037078
2.5436918879189596,1.28030162666809,0.6779136189926558,1.356679665551582
2.5488306594097048,1.2902479050925884,0.6706346194269821,1.3935504155994531
2.5539694309004504,1.30081455698619,0.6633556198613078,1.4304211656473274
2.5591082023911955,1.3124815342503524,0.6560766202956341,1.4497104602716304
2.564246973881941,1.3241485115145157,0.6487976207299598,1.4689711845385498
2.5693857453726863,1.3358154887786782,0.6415186211642862,1.4882319088054676
2.574524516863432,1.3474824660428415,0.6342396215986119,1.5074926330723872
2.579663288354177,1.359149443307004,0.6269606220329382,1.5223382558046545
2.5848020598449226,1.3708164205711673,0.6196816224672639,1.5298199116612872
2.5899408313356678,1.376526487879927,0.6124026229015902,1.5373015675179191
2.5950796028264134,1.3798378479656974,0.605123623335916,1.5447832233745518
2.6002183743171585,1.3831492080514676,0.5978446237702423,1.5522648792311837
2.605357145807904,1.386460568137238,0.5905656242045679,1.5597465350878164
2.6104959172986493,1.389771928223008,0.5832866246388944,1.5672281909444483
2.615634688789395,1.3930832883087787,0.57600762507322,1.574709846801081
2.62077346028014,1.3963946483945489,0.5687286255075463,1.5818985923604352
2.6259122317708856,1.3997060084803192,0.561449625941872,1.584895313743369
