# composition,1.0UF4
# source,OcadizFlores, 2021
# temperature_K,1357
# raw_file,UF4_OcadizFlores_2021_1357.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,U-F,U-U
0.7693515734317159,0.0,0.0,0.0
0.774315131969985,0.0,0.0,0.0
0.7792786905082542,0.0,0.0,0.0
0.7842422490465233,0.0,0.0,0.0
0.7892058075847924,0.0,0.0,0.0
0.7941693661230615,0.0,0.0,0.0
0.7991329246613307,0.0,0.0,0.0
0.8040964831995998,0.0,0.0,0.0
0.8090600417378689,0.0,0.0,0.0
0.8140236002761381,0.0,0.0,0.0
0.8189871588144072,0.0,0.0,0.0
0.8239507173526763,0.0,0.0,0.0
0.8289142758909456,0.0,0.0,0.0
0.8338778344292147,0.0,0.0,0.0
0.8388413929674838,0.0,0.0,0.0
0.843804951505753,0.0,0.0,0.0
0.8487685100440221,0.0,0.0,0.0
0.8537320685822912,0.0,0.0,0.0
0.8586956271205604,0.0,0.0,0.0
0.8636591856588295,0.0,0.0,0.0
0.8686227441970986,0.0,0.0,0.0
0.8735863027353677,0.0,0.0,0.0
0.8785498612736369,0.0,0.0,0.0
0.883513419811906,0.0,0.0,0.0
0.8884769783501751,0.0,0.0,0.0
0.8934405368884443,0.0,0.0,0.0
0.8984040954267134,0.0,0.0,0.0
0.9033676539649825,0.0,0.0,0.0
0.9083312125032517,0.0,0.0,0.0
0.9132947710415208,0.0,0.0,0.0
0.9182583295797899,0.0,0.0,0.0
0.923221888118059,0.0,0.0,0.0
0.9281854466563282,0.0,0.0,0.0
0.9331490051945973,0.0,0.0,0.0
0.9381125637328664,0.0,0.0,0.0
0.9430761222711356,0.0,0.0,0.0
0.9480396808094047,0.0,0.0,0.0
0.953003239347674,0.0,0.0,0.0
0.9579667978859431,0.0,0.0,0.0
0.9629303564242122,0.0,0.0,0.0
0.9678939149624813,0.0,0.0,0.0
0.9728574735007505,0.0,0.0,0.0
0.9778210320390196,0.0,0.0,0.0
0.9827845905772887,0.0,0.0,0.0
0.9877481491155579,0.0,0.0,0.0
0.992711707653827,0.0,0.0,0.0
0.9976752661920961,0.0,0.0,0.0
1.0026388247303653,0.0,0.0,0.0
1.0076023832686343,0.0,0.0,0.0
1.0125659418069035,0.0,0.0,0.0
1.0175295003451728,0.0,0.0,0.0
1.0224930588834418,0.0,0.0,0.0
1.027456617421711,0.0,0.0,0.0
1.03242017595998,0.0,0.0,0.0
1.0373837344982493,0.0,0.0,0.0
1.0423472930365183,0.0,0.0,0.0
1.0473108515747875,0.0,0.0,0.0
1.0522744101130566,0.0,0.0,0.0
1.0572379686513258,0.0,0.0,0.0
1.0622015271895948,0.0,0.0,0.0
1.067165085727864,0.0,0.0,0.0
1.072128644266133,0.0,0.0,0.0
1.0770922028044023,0.0,0.0,0.0
1.0820557613426713,0.0,0.0,0.0
1.0870193198809406,0.0,0.0,0.0
1.0919828784192096,0.0,0.0,0.0
1.0969464369574788,0.0,0.0,0.0
1.1019099954957479,0.0,0.0,0.0
1.106873554034017,0.0,0.0,0.0
1.1118371125722861,0.0,0.0,0.0
1.1168006711105554,0.0,0.0,0.0
1.1217642296488244,0.0,0.0,0.0
1.1267277881870936,0.0,0.0,0.0
1.1316913467253626,0.0,0.0,0.0
1.1366549052636319,0.0,0.0,0.0
1.141618463801901,0.0,0.0,0.0
1.1465820223401701,0.0,0.0,0.0
1.1515455808784394,0.0,0.0,0.0
1.1565091394167084,0.0,0.0,0.0
1.1614726979549777,0.0,0.0,0.0
