# composition,0.6LiCl-0.4MgCl2
# source,Numbers, 2026
# temperature_K,870
# raw_file,0.60LiCl-0.40MgCl2_Numbers_2026_870.0_AP.csv
# savgol,False
# grid_points,2000
r (A),Cl-Cl,Li-Cl,Li-Li,Li-Mg,Mg-Cl,Mg-Mg
1.8023861930965481,0.0,0.0033442297458847556,0.0002643280500232194,0.0,0.0010401162218937068,0.0
1.8076256878439219,0.0,0.0035864267286108867,0.0001080808026761586,0.0,0.0009843444559588684,0.0
1.8128651825912954,0.0,0.003947522432006919,0.0,0.0,0.0009578898135264117,0.0
1.818104677338669,0.0,0.004575415264711082,0.0,0.0,0.0009972199360261268,0.0
1.8233441720860428,0.0,0.0052033080974152445,0.0,0.0,0.0010365500585258417,0.0
1.8285836668334166,0.0,0.005831200930119407,0.0,0.0,0.001075880181025557,0.0
1.8338231615807903,0.0,0.006459093762823569,0.0,0.0,0.001115210303525272,0.0
1.8390626563281638,0.0,0.007086986595527705,0.0,0.0,0.0011545404260249854,0.0
1.8443021510755375,0.0,0.0077148794282318675,0.0,0.0,0.0011938705485247004,0.0
1.8495416458229113,0.0,0.00834277226093603,0.0,0.0,0.0012332006710244156,0.0
1.854781140570285,0.0,0.008970665093640194,0.0,0.0,0.0012725307935241305,0.0
1.8600206353176587,0.0,0.009598557926344356,0.0,0.0,0.0013118609160238455,0.0
1.8652601300650322,0.0,0.010946346507505743,0.0,0.0,0.0013377725609659138,0.0
1.870499624812406,0.0,0.014071964589205607,0.0,0.0,0.0013305464004612665,0.0
1.8757391195597797,0.0,0.01719758267090547,0.0,0.0,0.0013233202399566195,0.0
1.8809786143071534,0.0,0.020323200752605332,0.0,0.0,0.0013160940794519722,0.0
1.8862181090545271,0.0,0.023448818834305198,0.0,0.0,0.0013088679189473252,0.0
1.8914576038019006,0.0,0.02657443691600493,0.0,0.0,0.0013016417584426783,0.0
1.8966970985492744,0.0,0.02970005499770479,0.0,0.0,0.0012944155979380313,0.0
1.901936593296648,0.0,0.032825673079404656,0.0,0.0,0.001287189437433384,0.0
1.9071760880440218,0.0,0.03595129116110452,0.0,0.0,0.001279963276928737,0.0
1.9124155827913956,0.0,0.03907690924280438,0.0,0.0,0.0012727371164240897,0.0
1.9176550775387693,0.0,0.044502074474422317,0.0,0.0,0.0013406486224081342,0.0
1.9228945722861428,0.0,0.056202639404880926,0.0,0.0,0.0016136087135762377,0.0
1.9281340670335165,0.0,0.06790320433534003,0.0,0.0,0.0018865688047443527,0.0
