# composition,0.4903NaCl-0.5097CaCl2
# source,Wei, 2022
# temperature_K,1023
# raw_file,0.4903NaCl-0.5097CaCl2_Wei_2022_1023.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Ca-Na,Cl-Cl,Na-Cl,Na-Na
2.0767474980990497,0.0,0.02982284852541534,0.0,0.0,0.03153060886451897,0.0
2.0841910375187593,0.0,0.031214692670487324,0.0,0.0,0.032701547477814716,0.0
2.0916345769384694,0.0,0.03260653681555939,0.0,0.0,0.03387248609111053,0.0
2.099078116358179,0.0,0.033998380960631375,0.0,0.0,0.03504342470440627,0.0
2.106521655777889,0.0,0.03539022510570344,0.0,0.0,0.036214363317702086,0.0
2.113965195197599,0.0,0.03678206925077543,0.0,0.0,0.03738530193099783,0.0
2.121408734617309,0.0,0.0381739133958475,0.0,0.0,0.038556240544293637,0.0
2.1288522740370186,0.0,0.041283596278669156,0.0,0.0,0.03972717915758938,0.0
2.1362958134567283,0.0,0.047110561567519076,0.0,0.0,0.040898117770885124,0.0
2.1437393528764384,0.0,0.05293752685636935,0.0,0.0,0.04206905638418093,0.0
2.151182892296148,0.0,0.05876449214521927,0.0,0.0,0.04691197325226362,0.0
2.158626431715858,0.0,0.06459145743406955,0.0,0.0,0.05784094418656337,0.0
2.1660699711355678,0.0,0.07041842272291945,0.0,0.0,0.06876991512086247,0.0
2.173513510555278,0.0,0.07624538801176974,0.0,0.0,0.07969888605516222,0.0
2.1809570499749875,0.0,0.08207235330061965,0.0,0.0,0.09062785698946133,0.0
2.1884005893946976,0.0,0.08789931858946992,0.0,0.0,0.10155682792376107,0.0
2.1958441288144073,0.0,0.09372628387831985,0.0,0.0,0.11248579885806018,0.0
2.2032876682341174,0.0,0.09955324916717012,0.0,0.0,0.12531957785094208,0.0
2.210731207653827,0.0,0.10538021445602005,0.0,0.0,0.13860500562537487,0.0
2.2181747470735367,0.0,0.11120717974486997,0.0,0.0,0.15189043339980765,0.0
2.225618286493247,0.0,0.11703414503372024,0.0,0.0,0.1651758611742412,0.0
2.2330618259129564,0.0,0.12286111032257016,0.0,0.0,0.178461288948674,0.0
2.2405053653326665,0.0,0.12868807561142043,0.0,0.0,0.19174671672310756,0.0
2.247948904752376,0.0,0.13451504090027036,0.0,0.0,0.20503214449754034,0.0
2.2553924441720863,0.0,0.14034200618912063,0.0,0.0,0.2183175722719739,0.0
2.262835983591796,0.0,0.14616897147797056,0.0,0.0,0.23160300004640672,0.0
