# composition,1.0UCl3
# source,Okamoto, 2005
# temperature_K,1200
# raw_file,UCl3_Okamoto_2005_1200.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,U-Cl,U-U
1.6382127492546272,0.0,0.0010690967258699096,0.0
1.6455920859629813,0.0,0.0010820000973226108,0.0
1.6529714226713357,0.0,0.001094903468775312,0.0
1.6603507593796898,0.0,0.0010950897437882268,0.0
1.667730096088044,0.0,0.0010676184679772052,0.0
1.6751094327963982,0.0,0.0010401471921661829,0.0
1.6824887695047523,0.0,0.0010126759163551614,0.0
1.6898681062131065,0.0,0.00098520464054414,0.0
1.6972474429214606,0.0,0.0009577333647331186,0.0
1.704626779629815,0.0,0.0009302620889220963,0.0
1.712006116338169,0.0,0.0009027908131110748,0.0
1.7193854530465231,0.0,0.0008753195373000532,0.0
1.7267647897548775,0.0,0.000847848261489031,0.0
1.7341441264632316,0.0,0.0008203769856780095,0.0
1.7415234631715857,0.0,0.0007929057098669881,0.0
1.7489027998799398,0.0,0.0007654344340559666,0.0
1.7562821365882941,0.0,0.0007379631582449443,0.0
1.7636614732966482,0.0,0.0007104918824339228,0.0
1.7710408100050024,0.0,0.0006830206066229013,0.0
1.7784201467133567,0.0,0.000655549330811879,0.0
1.7857994834217108,0.0,0.0006280780550008576,0.0
1.793178820130065,0.0,0.0006006067791898361,0.0
1.800558156838419,0.0,0.0005731355033788147,0.0
1.8079374935467734,0.0,0.0005456642275677924,0.0
1.8153168302551275,0.0,0.0005181929517567708,0.0
1.8226961669634816,0.0,0.0004907216759457494,0.0
1.830075503671836,0.0,0.0004632504001347271,0.0
1.83745484038019,0.0,0.0004357791243237056,0.0
1.8448341770885441,0.0,0.00040830784851268417,0.0
1.8522135137968985,0.0,0.0003808365727016619,0.0
1.8595928505052526,0.0,0.00035336529689064045,0.0
1.8669721872136067,0.0,0.0003258940210796189,0.0
1.8743515239219608,0.0,0.0002984227452685975,0.0
1.8817308606303151,0.0,0.0002709514694575752,0.0
1.8891101973386693,0.0,0.00024348019364655367,0.0
1.8964895340470234,0.0,0.00021600891783553225,0.0
1.9038688707553777,0.0,0.00018853764202450996,0.0
1.9112482074637318,0.0,0.00016106636621348843,0.0
1.918627544172086,0.0,0.000133595090402467,0.0
1.92600688088044,0.0,0.00010612381459144558,0.0
1.9333862175887944,0.0,7.865253878042329e-05,0.0
1.9407655542971485,0.0,5.118126296940165e-05,0.0
1.9481448910055026,0.0,2.3709987158380226e-05,0.0
1.955524227713857,0.0,0.0,0.0
1.962903564422211,0.0,0.0,0.0
1.9702829011305651,0.0,0.0,0.0
1.9776622378389195,0.0,0.0,0.0
1.9850415745472736,0.0,0.0,0.0
1.9924209112556277,0.0,0.0,0.0
1.9998002479639818,0.0,0.0,0.0
2.007179584672336,0.0,0.0,0.0
2.01455892138069,0.0,0.0,0.0
2.0219382580890444,0.0,0.0,0.0
2.0293175947973987,0.0,0.0,0.0
