formula,molecularWeight,comp,melt,melt_unc,melt_ref,boil,boil_unc,boil_ref,rho_a,rho_b,rho_range,rho_unc,rho_ref,mu_a,mu_b,mu_a2,mu_b2,mu_c,mu_range,mu_unc,mu_ref,k_a,k_b,k_range,k_unc,k_ref,cp_a,cp_b,cp_c,cp_d,cp_unc,cp_ref,sigma_a,sigma_b,sigma_range,sigma_unc,sigma_ref
KCl-UCl3,220.2631,0.46-0.54,864,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,4.43E+00,9.53E-04,965-1138,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,209.4696,0.5-0.5,815,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,----,----,----,----,----,----,----,-1.22E+00,1.66E+03,0.00E+00,873-1260,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,200.0253,0.535-0.465,837,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,4.12E+00,8.93E-04,863-1115,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,189.2319,0.575-0.425,858,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,3.99E+00,8.92E-04,865-1134,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,182.4859,0.6-0.4,869,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,3.80E+00,7.98E-04,932-1120,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,-1.24E+00,1.64E+03,0.00E+00,948-1239,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,173.5813,0.633-0.367,879,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,3.61E+00,7.36E-04,910-1141,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,164.4069,0.667-0.333,883,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,3.55E+00,7.87E-04,969-1094,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,160.3593,0.682-0.318,883,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,3.49E+00,7.78E-04,950-1159,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,155.5023,0.7-0.3,879,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,----,----,----,----,----,----,----,-1.06E+00,1.35E+03,0.00E+00,975-1222,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,142.0105,0.75-0.25,880,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,3.33E+00,8.33E-04,975-1158,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,133.9154,0.78-0.22,874,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,3.12E+00,7.24E-04,956-1137,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,-9.03E-01,1.06E+03,0.00E+00,942-1240,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,112.0586,0.861-0.139,957,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,2.76E+00,6.82E-04,998-1158,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3,101.535,0.9-0.1,993,10,"Yingling, J. A., Schorne-Pinto, J., Aziziha, M., Ard, J. C., Mofrad, A. M., Christian, M. S., ... & Besmann, T. M. (2023). Thermodynamic measurements and assessments for LiCl-NaCl-KCl-UCl3 systems. The Journal of Chemical Thermodynamics, 179, 106974.",----,----,----,2.67E+00,6.98E-04,1022-1206,1,"Desyatnik, V. N.; Katyshev, S. F.; Raspopin, S. P.; Chervinskii, Y. F. DENSITY, SURFACE TENSION AND VISCOSITY OF MELTS OF URANIUM TRICHLORIDE-POTASSIUM-CHLORIDE SYSTEM. Zhurnal Fiz. Khimii 1976, 50 (10), 2522-2525.",----,----,-7.02E-01,7.89E+02,0.00E+00,1025-1240,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,312.6378,0.14-0.69-0.17,1052,5*,MSTDB-TC,----,----,----,5.67E+00,1.45E-03,1068-1196,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,314.5286,0.2-0.12-0.68,891,5*,MSTDB-TC,----,----,----,4.91E+00,1.71E-03,869-948,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,310.2743,0.2-0.24-0.56,1007,5*,MSTDB-TC,----,----,----,5.11E+00,1.71E-03,851-943,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,306.0199,0.2-0.36-0.44,1036,5*,MSTDB-TC,----,----,----,5.64E+00,1.93E-03,1002-1086,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,301.7655,0.2-0.48-0.32,1048,5*,MSTDB-TC,----,----,----,5.65E+00,1.73E-03,1031-1105,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,296.0931,0.2-0.64-0.16,1046,5*,MSTDB-TC,----,----,----,5.16E+00,1.15E-03,1098-1196,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,273.3638,0.3-0.42-0.28,1045,5*,MSTDB-TC,----,----,----,4.89E+00,1.24E-03,991-1091,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,262.7082,0.35-0.29-0.36,1047,5*,MSTDB-TC,----,----,----,4.71E+00,1.32E-03,957-1057,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,257.5872,0.39-0.09-0.52,1049,5*,MSTDB-TC,----,----,----,4.10E+00,1.14E-03,770-949,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,251.3435,0.4-0.18-0.42,1046,5*,MSTDB-TC,----,----,----,4.55E+00,1.52E-03,827-942,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,240.7076,0.4-0.48-0.12,965,5*,MSTDB-TC,----,----,----,4.55E+00,1.06E-03,958-1049,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,224.7144,0.5-0.07-0.43,1013,5*,MSTDB-TC,----,----,----,4.06E+00,1.26E-03,781-941,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,222.8403,0.5-0.22-0.28,953,5*,MSTDB-TC,----,----,----,4.20E+00,1.19E-03,912-1047,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,216.5602,0.5-0.3-0.2,922,5*,MSTDB-TC,----,----,----,4.09E+00,9.85E-04,873-990,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,218.8253,0.51-0.15-0.34,970,5*,MSTDB-TC,----,----,----,4.04E+00,1.17E-03,887-977,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,199.1685,0.55-0.36-0.09,806,5*,MSTDB-TC,----,----,----,3.95E+00,9.28E-04,885-1041,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,194.54,0.6-0.06-0.34,793,5*,MSTDB-TC,----,----,----,3.59E+00,9.53E-04,884-985,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,192.4128,0.6-0.12-0.28,804,5*,MSTDB-TC,----,----,----,3.68E+00,1.01E-03,916-1028,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,190.2856,0.6-0.18-0.22,817,5*,MSTDB-TC,----,----,----,3.68E+00,9.34E-04,873-1007,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,188.1584,0.6-0.24-0.16,828,5*,MSTDB-TC,----,----,----,3.46E+00,6.87E-04,898-1054,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,164.7201,0.7-0.04-0.26,834,5*,MSTDB-TC,----,----,----,3.41E+00,9.44E-04,904-1024,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,164.9732,0.7-0.14-0.16,832,5*,MSTDB-TC,----,----,----,3.19E+00,7.02E-04,950-1046,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,157.6295,0.7-0.24-0.06,865,5*,MSTDB-TC,----,----,----,3.38E+00,8.24E-04,965-1078,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,145.5558,0.75-0.15-0.1,828,5*,MSTDB-TC,----,----,----,3.10E+00,7.18E-04,928-1056,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,143.7831,0.75-0.2-0.05,857,5*,MSTDB-TC,----,----,----,3.10E+00,6.91E-04,963-1108,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,144.5936,0.76-0.07-0.17,827,5*,MSTDB-TC,----,----,----,3.21E+00,8.47E-04,834-951,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,134.5456,0.8-0.03-0.17,900,5*,MSTDB-TC,----,----,----,3.06E+00,8.09E-04,928-1039,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,132.4185,0.8-0.09-0.11,886,5*,MSTDB-TC,----,----,----,2.95E+00,6.94E-04,978-1086,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,117.154,0.85-0.09-0.06,948,5*,MSTDB-TC,----,----,----,2.77E+00,6.64E-04,976-1083,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,116.0904,0.85-0.12-0.03,945,5*,MSTDB-TC,----,----,----,2.79E+00,6.64E-04,989-1109,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,115.1282,0.86-0.04-0.1,963,5*,MSTDB-TC,----,----,----,2.79E+00,6.87E-04,1001-1137,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl3-UCl4,104.7257,0.9-0.01-0.09,996,5*,MSTDB-TC,----,----,----,2.60E+00,6.44E-04,1030-1153,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,346.2591,0.11-0.89,845,5*,MSTDB-TC,----,----,----,5.25E+00,2.08E-03,857-947,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,-1.97E+00,2.13E+03,0.00E+00,852-1002,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,306.5714,0.24-0.76,807,5*,MSTDB-TC,----,----,----,4.71E+00,1.67E-03,816-933,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,-1.64E+00,1.79E+03,0.00E+00,823-1005,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,291.3069,0.29-0.71,783,5*,MSTDB-TC,----,----,----,4.51E+00,1.55E-03,808-919,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,269.9367,0.36-0.64,737,5*,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,-1.38E+00,1.53E+03,0.00E+00,774-1013,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,257.7251,0.4-0.6,699,5*,MSTDB-TC,----,----,----,4.17E+00,1.31E-03,744-933,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,248.5664,0.43-0.57,662,5*,MSTDB-TC,----,----,----,4.11E+00,1.28E-03,758-909,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,227.1961,0.5-0.5,622,5*,MSTDB-TC,----,----,----,3.85E+00,1.10E-03,688-917,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,-1.23E+00,1.45E+03,0.00E+00,676-1009,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,218.0374,0.53-0.47,614,5*,MSTDB-TC,----,----,----,3.79E+00,1.08E-03,657-909,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,196.6671,0.6-0.4,810,5*,MSTDB-TC,----,----,----,3.54E+00,9.26E-04,827-946,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,-1.26E+00,1.53E+03,0.00E+00,864-1048,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,175.2969,0.67-0.33,846,5*,MSTDB-TC,----,----,----,3.39E+00,8.92E-04,925-1054,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,-1.37E+00,1.70E+03,0.00E+00,949-1096,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,150.8737,0.75-0.25,841,5*,MSTDB-TC,----,----,----,3.19E+00,8.61E-04,843-994,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,-1.36E+00,1.69E+03,0.00E+00,919-1095,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,123.397,0.84-0.16,950,5*,MSTDB-TC,----,----,----,2.92E+00,7.98E-04,987-1087,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,-1.27E+00,1.58E+03,0.00E+00,968-1145,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
