formula,molecularWeight,comp,melt,melt_unc,melt_ref,boil,boil_unc,boil_ref,rho_a,rho_b,rho_range,rho_unc,rho_ref,mu_a,mu_b,mu_a2,mu_b2,mu_c,mu_range,mu_unc,mu_ref,k_a,k_b,k_range,k_unc,k_ref,cp_a,cp_b,cp_c,cp_d,cp_unc,cp_ref,sigma_a,sigma_b,sigma_range,sigma_unc,sigma_ref
KCl-UCl4,105.0803,0.9-0.1,996,5*,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,-1.11E+00,1.35E+03,0.00E+00,1042-1173,15*,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-UCl4,89.8157,0.95-0.05,1024,5*,MSTDB-TC,----,----,----,2.41E+00,6.47E-04,1041-1160,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,148.6844,0.2-0.8,----,----,----,----,----,----,4.17E+00,8.73E-04,1063-1124,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,134.7844,0.35-0.65,----,----,----,----,----,----,3.61E+00,8.28E-04,902-1013,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,130.1511,0.4-0.6,----,----,----,----,----,----,3.41E+00,7.91E-04,864-1018,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,120.8845,0.5-0.5,----,----,----,----,----,----,3.14E+00,7.54E-04,972-1143,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,111.6178,0.6-0.4,----,----,----,----,----,----,2.97E+00,7.36E-04,861-1145,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,102.3512,0.7-0.3,----,----,----,----,----,----,2.84E+00,7.44E-04,926-1148,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,93.0846,0.8-0.2,----,----,----,----,----,----,2.61E+00,6.56E-04,964-1191,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KCl-ZrF4,83.8179,0.9-0.1,----,----,----,----,----,----,2.52E+00,7.27E-04,1018-1158,5,"Katyshev, Sergey Filippovich. Properties of molten mixtures of alkali metal halides, zirconium, hafnium and uranium. Ural State Technical University, 2001.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF,58.0967,Pure Salt,1131.2,0.5,"Johnson, J. W.; Bredig, M. A. Miscibility of Metals with Salts in the Molten State. III. The Potassium-Potassium Halide Systems. J. Phys. Chem. 1958, 62 (5), 604-607. https://doi.org/10.1021/j150563a021.",1771,----,"Ruff, O.; Schmidt, G.; Mugdan, S. Arbeiten Aus Dem Gebiet Hoher Temperaturen. XV. Die Dampfdrucke Der Alkalifluoride. Zeitschrift for Anorg. und Allg. Chemie 1922, 123 (1), 83-88. https://doi.org/10.1002/zaac.19221230108.",2.64E+00,6.57E-04,1143-1283,1,"Hara, Shigeta, and Kazumi Ogino. ""The densities and the surface tensions of fluoride melts."" ISIJ International 29(6) (1989): 477-485.",----,----,-1.01E+00,1.29E+03,0.00E+00,1180-1275,3,"Popescu, Ana-Maria, and Virgil Constantin. ""Viscosity of alkali fluoride ionic melts at temperatures up to 373.15 K above melting points."" Chemical Engineering Communications 202(12) (2015): 1703-1710.",8.55E-01,-2.54E-04,1129.15-1800,20,"Gheribi, A. E.; Torres, J. A.; Chartrand, P. Recommended Values for the Thermal Conductivity of Molten Salts between the Melting and Boiling Points. Sol. Energy Mater. Sol. Cells 2014, 126, 11-25. https://doi.org/10.1016/j.solmat.2014.03.028.",71.97,----,----,----,8,"Chase, M. W.; Davies, C. A.; Downey, J. R.; Frurip, D. J.; McDonald, R. A.; Syverud, A. N. NIST-JANAF Thermodynamic Tables. J. Phys. Chem. Ref. Data Monogr. 1998, 9.",240.14,0.08,2769.0,5,"F.M. Jaeger, ""Uber die Temperaturabhangigkeit der Molekularen Freien Oberflachenenergie von Flossigkeiten im Temperaturbereich von -80 bis + 1650C,"" Zeitschrift for Anorganische und Allgemeine Chemie, vol. 101, no. 1, pp. 1-214 (1917) doi: 10.1002/zaac.19171010102"
KF-LiF,30.763,0.15-0.85,1049,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,----,----,----,----,----,1.31E-01,2.37E+04,----,----,----,1050-1210,15,"Nguyen, D. K., and V. Danek. ""Viscosity of Melts of the System LiF-KF-K2NbF7."" Chemical Papers-Slovak Academy of Sciences 54(5) (2000): 277-281.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-LiF,32.3709,0.2-0.8,1013,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,2.42E+00,5.24E-04,1082-1286,1,"Taniuchi, K.; Kanai, T. Density of Binary Molten Salts of Lithium Fluoride-Potassium Fluoride and Lithium Fluoride-Calcium Fluoride Systems. Denki Kagaku oyobi Kogyo Butsuri Kagaku 1977, 45(6), 401-404.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-LiF,35.5866,0.3-0.7,939,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,2.46E+00,5.49E-04,1019-1293,1,"Taniuchi, K.; Kanai, T. Density of Binary Molten Salts of Lithium Fluoride-Potassium Fluoride and Lithium Fluoride-Calcium Fluoride Systems. Denki Kagaku oyobi Kogyo Butsuri Kagaku 1977, 45(6), 401-404.",8.82E-02,2.62E+04,----,----,----,940-1090,15,"Nguyen, D. K., and V. Danek. ""Viscosity of Melts of the System LiF-KF-K2NbF7."" Chemical Papers-Slovak Academy of Sciences 54(5) (2000): 277-281.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-LiF,38.8023,0.4-0.6,852,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,2.52E+00,5.89E-04,1006-1296,1,"Taniuchi, K.; Kanai, T. Density of Binary Molten Salts of Lithium Fluoride-Potassium Fluoride and Lithium Fluoride-Calcium Fluoride Systems. Denki Kagaku oyobi Kogyo Butsuri Kagaku 1977, 45(6), 401-404.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-LiF,42.018,0.5-0.5,779,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,----,----,----,----,----,6.97E-02,2.77E+04,----,----,----,830-970,15,"Nguyen, D. K., and V. Danek. ""Viscosity of Melts of the System LiF-KF-K2NbF7."" Chemical Papers-Slovak Academy of Sciences 54(5) (2000): 277-281.",----,----,----,----,----,----,----,----,----,----,----,269.42,0.10,2249.0,6,"G.W. Mellors, S. Senderoff, ""The Density and Surface Tension of Molten Fluorides"" Proceedings of the First Australian Conference on Electrochemistry, pp. 578-598 (1965)"
KF-LiF,45.2338,0.6-0.4,890,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,2.58E+00,6.27E-04,1064-1305,1,"Taniuchi, K.; Kanai, T. Density of Binary Molten Salts of Lithium Fluoride-Potassium Fluoride and Lithium Fluoride-Calcium Fluoride Systems. Denki Kagaku oyobi Kogyo Butsuri Kagaku 1977, 45(6), 401-404.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-LiF,46.842,0.65-0.35,935,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,----,----,----,----,----,6.83E-02,2.77E+04,----,----,----,930-1060,15,"Nguyen, D. K., and V. Danek. ""Viscosity of Melts of the System LiF-KF-K2NbF7."" Chemical Papers-Slovak Academy of Sciences 54(5) (2000): 277-281.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-LiF,51.6652,0.8-0.2,1034,5*,"Aukrust, E.; Bjorge, B.; Flood, H.; Forland, T. Activities in the molten salt mixtures LiF-KF, LiCl-KCl, and LiBr-KBr were determined from their phase diagrams. Ann. N. Y. Acad. Sci. 1960, 79 (11), 830-837.",----,----,----,2.63E+00,6.54E-04,1154-1301,1,"Taniuchi, K.; Kanai, T. Density of Binary Molten Salts of Lithium Fluoride-Potassium Fluoride and Lithium Fluoride-Calcium Fluoride Systems. Denki Kagaku oyobi Kogyo Butsuri Kagaku 1977, 45(6), 401-404.",7.78E-02,2.63E+04,----,----,----,1038-1180,15,"Nguyen, D. K., and V. Danek. ""Viscosity of Melts of the System LiF-KF-K2NbF7."" Chemical Papers-Slovak Academy of Sciences 54(5) (2000): 277-281.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-LiF,----,0.75-0.25,989,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,254.89,0.10,2279.0,6,"G.W. Mellors, S. Senderoff, ""The Density and Surface Tension of Molten Fluorides"" Proceedings of the First Australian Conference on Electrochemistry, pp. 578-598 (1965)"
KF-LiF,----,0.25-0.75,967,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,317.40,0.12,2251.0,6,"G.W. Mellors, S. Senderoff, ""The Density and Surface Tension of Molten Fluorides"" Proceedings of the First Australian Conference on Electrochemistry, pp. 578-598 (1965)"
KF-LiF-NaF,41.2911,0.42-0.465-0.115,735,2,"Rogers, D. J.; Yoko, T.; Janz, G. J. Fusion Properties and Heat Capacities of the Eutectic Lithium Fluoride-Sodium Fluoride-Potassium Fluoride Melt. J. Chem. Eng. Data 1982, 27 (3), 366-367. https://doi.org/10.1021/je00029a041.",1843,----,"Williams, D. F. Assessment of Candidate Molten Salt Coolants for the NGNP/NHI Heat-Transfer Loop; Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): 2006b. https://doi.org/10.2172/1360677.",2.68E+00,6.85E-04,743-1073,1,"Gallagher, R. C., Agca, C., Russell, N., McMurray, J. W., & Bull Ezell, N. D. (2022). Assessment of molten eutectic LiF-NaF-KF density through experimental determination and semiempirical modeling. J. Chem. Eng. Data 67(6), 1406-1414.",----,----,2.13E-01,-1.20E+03,1.35E+06,770-970,2,"Toerklep, K.; Oeye, H. A. Viscosity of the Eutectic Lithium Fluoride-Sodium Fluoride-Potassium Fluoride Melt (FLINAK). J. Chem. Eng. Data 1980, 25(1), 16-17. https://doi.org/10.1021/je60084a007.",1.24E+00,-5.38E-04,768-1007,15,"Merritt, Brian; Seneca, Michael; Wright, Ben; Cahill, Noah; Petersen, Noah; Fleming, Austin; Munro, Troy. Thermal Conductivity Characterization of Fluoride and Chloride Molten Salts Using a Modified Transient Hot-Wire Needle Probe. Int. J. Thermophys. 2022, 43, 149.",40.30,0.04,----,----,2,"Rogers, D. J.; Yoko, T.; Janz, G. J. Fusion Properties and Heat Capacities of the Eutectic Lithium Fluoride-Sodium Fluoride-Potassium Fluoride Melt. J. Chem. Eng. Data 1982, 27 (3), 366-367. https://doi.org/10.1021/je00029a041.",----,----,--------,----,----
KF-LiF-NaF,----,0.115-0.465-0.42,933,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,262.27,0.09,1806.0,1.4200000000000002,"K.P. Detrick, ""Advancements in Molten Salt Physical Property Measurement: Archimedean Density, Couette Viscometer, and FLiBe - Te Solution Penetration Analysis"" Ph.D. Dissertation, Chemical Engineering Dept., Brigham Young University (2023)"
KF-LiF-NaF-UF4,48.1234,0.41-0.453-0.112-0.025,763,5*,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,2.87E+00,7.20E-04,763-1273,5,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",2.92E-02,3.75E+04,----,----,----,873-973,10,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,----,----,82.51,----,----,----,25,"Powers, W. D.; Cohen, S. I.; Greene, N. D. Physical Properties of Molten Reactor Fuels and Coolants. Nucl. Sci. Eng. 1963, 17 (2), 200-211. https://doi.org/10.13182/NSE63-5.",----,----,--------,----,----
KF-LiF-NaF-UF4,44.8461,0.435-0.445-0.109-0.011,725,5*,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,2.90E+00,9.00E-04,793-1123,3,"Cohen, S. I.; Jones, T. N. A SUMMARY OF DENSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES AND A CORRELATION FOR PREDICTING DENSITIES OF FLUORIDE MIXTURES, ORNL-1702; United States, 1954.",3.48E-02,3.55E+04,----,----,----,773-1073,10,"Cohen, S. I.; Jones, T. N. VISCOSITY MEASUREMENTS ON MOLTEN FLUORIDE MIXTURES ORNL-2278; Oak Ridge National Lab., Tenn.: Oak Ridge, TN (United States), 1957. https://doi.org/10.2172/4803933.",----,----,----,----,----,82.00,----,----,----,25,"Powers, W. D.; Blalock, G. C. ENTHALPIES AND HEAT CAPACITIES OF SOLID AND MOLTEN FLUORIDE MIXTURES; Oak Ridge, TN (United States), 1956. https://doi.org/10.2172/4794927.",----,----,--------,----,----
KF-MgF2-NaF,54.9517,0.59-0.065-0.345,958,----,"Bergman, A.G.; Dergunov, E.P. Comptes Rendus Academie Sci. URSS. 1945, 48, (330).",----,----,----,2.73E+00,6.58E-04,973-1273,1,"Solano, A. R.; Clark, Austin; Detrick, K. P.; Memmott, M. J.; Nickerson, S. D. Characterization of the molten salt FMgNaK through ab initio molecular dynamics and experimental density measurements. J. Nuc. Mat. 2021, 557, 153248.",----,----,----,----,----,----,----,----,1.20E+00,-4.52E-04,993-1053,20,"Rudenko, A. V., A. A. Redkin, A. Y. Galashev, K. A. Abramova, O. R. Rakhmanova, E. A. Ilina, S. V. Pershina, and Yu P. Zaikov. ""Thermal Properties of NaF-KF and NaF-KF-MgF2 Molten Eutectic Mixtures: Experiment and Simulation."" International Journal of Thermophysics 45(4) (2024): 47.",74.00,----,----,----,25,"Rudenko, A. V., A. A. Redkin, A. Y. Galashev, K. A. Abramova, O. R. Rakhmanova, E. A. Ilina, S. V. Pershina, and Yu P. Zaikov. ""Thermal Properties of NaF-KF and NaF-KF-MgF2 Molten Eutectic Mixtures: Experiment and Simulation."" International Journal of Thermophysics 45(4) (2024): 47.",----,----,--------,----,----
KF-NaF,45.2099,0.2-0.8,1184,5*,"Sangster, J.; Pelton, A. D. Phase Diagrams and Thermodynamic Properties of the 70 Binary Alkali Halide Systems Having Common Ions. J. Phys. Chem. Ref. Data. 1987, 16, 509-561.",----,----,----,2.60E+00,5.88E-04,1200-1350,3,"Porter, B.; Meaker, R. E. Density and Molar Volumes of Binary Fluoride Mixtures. U.S. Dept. of the Interior, Bureau of Mines. 1966.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-NaF,46.015,0.25-0.75,1163,5*,"Sangster, J.; Pelton, A. D. Phase Diagrams and Thermodynamic Properties of the 70 Binary Alkali Halide Systems Having Common Ions. J. Phys. Chem. Ref. Data. 1987, 16, 509-561.",----,----,----,----,----,----,----,----,1.11E-01,2.62E+04,----,----,----,1120-1253,5,"Kubikova, B., J. Mlynarikova, and M. Boca. ""Intermolecular forces in the NaF+ KF+ K2NbF7 system: Investigation of surface tension and viscosity."" Journal of Chemical & Engineering Data 53(3) (2008): 812-815.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-NaF,48.4316,0.4-0.6,1095,5*,"Sangster, J.; Pelton, A. D. Phase Diagrams and Thermodynamic Properties of the 70 Binary Alkali Halide Systems Having Common Ions. J. Phys. Chem. Ref. Data. 1987, 16, 509-561.",----,----,----,2.53E+00,5.64E-04,1125-1350,3,"Porter, B.; Meaker, R. E. Density and Molar Volumes of Binary Fluoride Mixtures. U.S. Dept. of the Interior, Bureau of Mines. 1966.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
KF-NaF,50.042,0.5-0.5,1048,5*,"Sangster, J.; Pelton, A. D. Phase Diagrams and Thermodynamic Properties of the 70 Binary Alkali Halide Systems Having Common Ions. J. Phys. Chem. Ref. Data. 1987, 16, 509-561.",----,----,----,----,----,----,----,----,9.26E-02,2.69E+04,----,----,----,1233-1273,5,"Kubikova, B., J. Mlynarikova, and M. Boca. ""Intermolecular forces in the NaF+ KF+ K2NbF7 system: Investigation of surface tension and viscosity."" Journal of Chemical & Engineering Data 53(3) (2008): 812-815.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
