r (A),g(r)_weighted_Li-F,g(r)_weighted_F-F,g(r)_weighted_Na-F,S_i_Li-F,S_i_Na-F,Average_SCL,lambda_BC
0.14081366905952977,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.14362994244072036,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.14644621582191095,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.14926248920310156,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.15207876258429215,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.15489503596548274,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.15771130934667335,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.16052758272786394,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.16334385610905452,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.16616012949024514,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.16897640287143573,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.17179267625262631,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.1746089496338169,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.17742522301500752,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.1802414963961981,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.1830577697773887,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.1858740431585793,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.1886903165397699,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.19150658992096048,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.19432286330215107,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.19713913668334168,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.19995541006453227,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.20277168344572286,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
0.20558795682691347,0.0,0.0,0.0,1.0,1.0,2.287365497165773,2.63857
