r (A),g(r)_weighted_Na-Na,g(r)_weighted_Na-Cl,g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_Mg-Mg,g(r)_weighted_Mg-Cl,S_i_Na-Cl,S_i_Ca-Cl,S_i_Mg-Cl,Average_SCL,lambda_BC
0.26053200252626313,0.0015148987254666585,0.004739053333623466,0.00020421958784965294,0.0036377351006237546,0.0006231358890089611,0.006014282725388607,1.0,1.0,1.0,2.509041288766351,3.52027
0.2679757740270135,0.0014868225353637612,0.004714523101997381,0.0002028694303265528,0.003633162896414474,0.0006206168580816859,0.00597752535415345,1.0,1.0,1.0,2.509041288766351,3.52027
0.2754195455277639,0.0014587463452608639,0.004689992870371295,0.00020151927280345262,0.003628590692205193,0.0006180978271544107,0.0059407679829182915,1.0,1.0,1.0,2.509041288766351,3.52027
0.28286331702851425,0.0014306701551579665,0.00466546263874521,0.00020016911528035247,0.0036240184879959116,0.0006155787962271353,0.005904010611683133,1.0,1.0,1.0,2.509041288766351,3.52027
0.2903070885292646,0.0014025939650550692,0.0046409324071191235,0.0001988189577572523,0.0036194462837866315,0.0006130597652998602,0.005867253240447976,1.0,1.0,1.0,2.509041288766351,3.52027
0.297750860030015,0.0013745177749521719,0.004616402175493039,0.00019746880023415215,0.00361487407957735,0.0006112365244111867,0.005830495869212818,1.0,1.0,1.0,2.509041288766351,3.52027
0.30519463153076537,0.0013464415848492748,0.004591871943866953,0.00019611864271105198,0.003610301875368069,0.0006096169000617611,0.00579373849797766,1.0,1.0,1.0,2.509041288766351,3.52027
0.31263840303151574,0.0013183653947463775,0.004572619923246715,0.00019476848518795183,0.0036057296711587885,0.0006079972757123358,0.005756981126742502,1.0,1.0,1.0,2.509041288766351,3.52027
0.3200821745322661,0.0012902892046434801,0.00456102314775583,0.00019341832766485166,0.003601157466949507,0.0006063776513629102,0.005720223755507344,1.0,1.0,1.0,2.509041288766351,3.52027
0.3275259460330165,0.0012622130145405828,0.004549426372264944,0.0001920681701417515,0.003596585262740226,0.0006047580270134848,0.005683466384272186,1.0,1.0,1.0,2.509041288766351,3.52027
0.33496971753376686,0.0012341368244376855,0.004537829596774058,0.00019071801261865134,0.0035920130585309455,0.0006031384026640592,0.005646709013037029,1.0,1.0,1.0,2.509041288766351,3.52027
0.34241348903451724,0.0012060606343347882,0.004526232821283172,0.0001893678550955512,0.003588092310003924,0.0006015187783146339,0.0056099516418018705,1.0,1.0,1.0,2.509041288766351,3.52027
0.3498572605352676,0.0011779844442318908,0.004514636045792287,0.00018801769757245104,0.003587147940778238,0.0005998991539652083,0.005575824294415195,1.0,1.0,1.0,2.509041288766351,3.52027
0.35730103203601804,0.0011499082541289933,0.004503039270301401,0.00018666754004935087,0.0035862035715525514,0.0005982795296157829,0.005571512996381623,1.0,1.0,1.0,2.509041288766351,3.52027
0.3647448035367684,0.001121832064026096,0.0044914424948105155,0.00018531738252625072,0.0035852592023268653,0.0005966599052663574,0.005567201698348051,1.0,1.0,1.0,2.509041288766351,3.52027
0.3721885750375188,0.0010937558739231986,0.0044798457193196296,0.0001843081599940811,0.003584314833101179,0.0005950402809169319,0.005562890400314479,1.0,1.0,1.0,2.509041288766351,3.52027
0.37963234653826916,0.0010656796838203013,0.004468248943828744,0.00018331179562682166,0.0035833704638754925,0.0005934206565675064,0.005558579102280906,1.0,1.0,1.0,2.509041288766351,3.52027
0.38707611803901953,0.001037603493717404,0.004456652168337859,0.00018231543125956225,0.0035824260946498063,0.0005918010322180809,0.0055542678042473335,1.0,1.0,1.0,2.509041288766351,3.52027
0.3945198895397699,0.0010095273036145069,0.004445055392846973,0.0001813190668923028,0.0035814817254241197,0.0005901814078686555,0.005549956506213761,1.0,1.0,1.0,2.509041288766351,3.52027
0.4019636610405203,0.0009890859108662234,0.004433458617356087,0.00018032270252504336,0.0035805373561984336,0.0005872037636116363,0.0055456452081801885,1.0,1.0,1.0,2.509041288766351,3.52027
0.40940743254127065,0.0009949847639770084,0.004421861841865201,0.00017932633815778392,0.003579592986972747,0.0005828962689972088,0.005541333910146617,1.0,1.0,1.0,2.509041288766351,3.52027
0.41685120404202103,0.0010008836170877933,0.004407230171964601,0.0001783299737905245,0.0035786486177470608,0.0005785887743827812,0.005537022612113044,1.0,1.0,1.0,2.509041288766351,3.52027
0.4242949755427714,0.0010067824701985783,0.0043732799318734515,0.00017733360942326506,0.0035777042485213746,0.0005742812797683537,0.005532711314079471,1.0,1.0,1.0,2.509041288766351,3.52027
0.4317387470435218,0.0010126813233093633,0.0043393296917823,0.00017633724505600564,0.003576759879295688,0.0005699737851539262,0.005528400016045899,1.0,1.0,1.0,2.509041288766351,3.52027
0.43918251854427215,0.0010185801764201483,0.00430537945169115,0.00017534088068874623,0.003575815510070002,0.0005656662905394986,0.005524088718012327,1.0,1.0,1.0,2.509041288766351,3.52027
0.4466262900450225,0.0010244790295309333,0.004271429211600001,0.00017434451632148678,0.0035748711408443152,0.000561358795925071,0.005519777419978754,1.0,1.0,1.0,2.509041288766351,3.52027
0.4540700615457729,0.0010303778826417182,0.004237478971508849,0.0001733481519542273,0.003573291303559905,0.0005570513013106436,0.005515466121945182,1.0,1.0,1.0,2.509041288766351,3.52027
0.46151383304652327,0.0010362767357525032,0.0042035287314177,0.0001723517875869679,0.003571649512337005,0.000552743806696216,0.005511154824805441,1.0,1.0,1.0,2.509041288766351,3.52027
0.46895760454727364,0.0010421755888632884,0.00416957849132655,0.00017135542321970848,0.003570007721114106,0.0005484363120817885,0.0055068435278825606,1.0,1.0,1.0,2.509041288766351,3.52027
0.476401376048024,0.0010480744419740734,0.0041356282512353985,0.0001708223996581837,0.003568365929891206,0.0005441288174673609,0.005502532230959679,1.0,1.0,1.0,2.509041288766351,3.52027
0.4838451475487744,0.0010539732950848584,0.004101678011144249,0.00017050013214119813,0.0035667241386683067,0.0005398213228529334,0.005498220934036799,1.0,1.0,1.0,2.509041288766351,3.52027
0.49128891904952476,0.0010598721481956434,0.004067727771053099,0.0001701778646242126,0.003565082347445407,0.0005355138282385058,0.005493909637113918,1.0,1.0,1.0,2.509041288766351,3.52027
0.49873269055027514,0.0010657710013064284,0.004033777530961948,0.00016985559710722703,0.003563440556222508,0.0005312063336240782,0.005489598340191038,1.0,1.0,1.0,2.509041288766351,3.52027
0.5061764620510255,0.0010716698544172133,0.003999827290870798,0.00016953332959024152,0.0035617987649996076,0.0005270376421917446,0.005485287043268157,1.0,1.0,1.0,2.509041288766351,3.52027
0.5136202335517759,0.0010775687075279983,0.003965877050779648,0.00016921106207325596,0.0035601569737767087,0.0005233161361431425,0.005480975746345275,1.0,1.0,1.0,2.509041288766351,3.52027
0.5210640050525263,0.0010834675606387833,0.003931926810688497,0.0001688887945562704,0.003558515182553809,0.0005195946300945404,0.005476664449422394,1.0,1.0,1.0,2.509041288766351,3.52027
0.5285077765532766,0.0010893664137495683,0.0039019643166459247,0.00016856652703928487,0.0035568733913309094,0.0005158731240459382,0.005472353152499514,1.0,1.0,1.0,2.509041288766351,3.52027
0.535951548054027,0.0010952652668603533,0.00387263256100448,0.00016824425952229933,0.0035552316001080096,0.0005121516179973361,0.005468041855576633,1.0,1.0,1.0,2.509041288766351,3.52027
0.5433953195547774,0.0011011641199711385,0.003843300805363034,0.0001679219920053138,0.0035535898088851106,0.000508430111948734,0.005463730558653753,1.0,1.0,1.0,2.509041288766351,3.52027
0.5508390910555278,0.0011070629730819234,0.0038139690497215888,0.00016759972448832824,0.0035519480176622108,0.0005047086059001319,0.005459419261730871,1.0,1.0,1.0,2.509041288766351,3.52027
0.5582828625562781,0.0011083715205638068,0.0037846372940801435,0.00016727745697134267,0.0035501568008598867,0.0005009870998515297,0.005455107964807991,1.0,1.0,1.0,2.509041288766351,3.52027
0.5657266340570285,0.0011064633888314501,0.0037553055384386986,0.00016695518945435717,0.003548282535736925,0.0004972655938029276,0.005443300848465522,1.0,1.0,1.0,2.509041288766351,3.52027
0.5731704055577789,0.0011045552570990937,0.0037259737827972533,0.0001666329219373716,0.0035464082706139636,0.0004935440877543255,0.005424804930039246,1.0,1.0,1.0,2.509041288766351,3.52027
0.5806141770585292,0.0011026471253667374,0.003696642027155808,0.00016687793389190698,0.003544534005491002,0.0004898225817057234,0.005406309011612971,1.0,1.0,1.0,2.509041288766351,3.52027
0.5880579485592796,0.001100738993634381,0.003667310271514363,0.0001679357577433887,0.0035426597403680404,0.00048610107565712115,0.005387813093186695,1.0,1.0,1.0,2.509041288766351,3.52027
0.59550172006003,0.0010988308619020242,0.0036379785158729178,0.00016899358159487045,0.003540785475245079,0.00048237956960851905,0.00536931717476042,1.0,1.0,1.0,2.509041288766351,3.52027
0.6029454915607804,0.0010969227301696677,0.0036086467602314725,0.00017005140544635222,0.0035389112101221177,0.00047865806355991696,0.005350821256334144,1.0,1.0,1.0,2.509041288766351,3.52027
0.6103892630615307,0.0010950145984373113,0.0035793150045900267,0.00017110922929783397,0.003537036944999156,0.00047493655751131486,0.005332325337907869,1.0,1.0,1.0,2.509041288766351,3.52027
0.6178330345622811,0.0010931064667049548,0.003549983248948582,0.00017216705314931574,0.0035351626798761945,0.0004725336637731281,0.0053138294194815935,1.0,1.0,1.0,2.509041288766351,3.52027
0.6252768060630315,0.001091198334972598,0.0035206514933071365,0.00017322487700079748,0.003533288414753232,0.0004701736571075117,0.005295333501055317,1.0,1.0,1.0,2.509041288766351,3.52027
0.6327205775637819,0.0010892902032402416,0.00350676633441843,0.0001742827008522792,0.003531414149630271,0.00046781365044189536,0.005276837582629042,1.0,1.0,1.0,2.509041288766351,3.52027
0.6401643490645322,0.0010873820715078851,0.003503566754973161,0.00017534052470376098,0.0035295398845073093,0.0004654536437762789,0.005258341664202766,1.0,1.0,1.0,2.509041288766351,3.52027
0.6476081205652826,0.0010854739397755284,0.0035003671755278916,0.00017639834855524272,0.0035276656193843478,0.00046309363711066255,0.005239845745776492,1.0,1.0,1.0,2.509041288766351,3.52027
0.655051892066033,0.001083565808043172,0.0034971675960826223,0.00017745617240672447,0.003525791354261386,0.00046073363044504617,0.005221349827350215,1.0,1.0,1.0,2.509041288766351,3.52027
0.6624956635667834,0.0010816576763108155,0.0034939680166373535,0.00017851399625820624,0.0035227911692392176,0.0004583736237794298,0.005202853908923941,1.0,1.0,1.0,2.509041288766351,3.52027
0.6699394350675337,0.001079749544578459,0.003490768437192084,0.00017957182010968798,0.0035179093054424453,0.0004560136171138134,0.005203163671903303,1.0,1.0,1.0,2.509041288766351,3.52027
0.6773832065682841,0.0010778414128461023,0.0034875688577468153,0.0001806296439611697,0.003513027441645673,0.000453653610448197,0.005259251659264687,1.0,1.0,1.0,2.509041288766351,3.52027
0.6848269780690345,0.0010759332811137458,0.0034843692783015456,0.00018131224157950322,0.003508145577848901,0.0004512936037825806,0.005315339646626069,1.0,1.0,1.0,2.509041288766351,3.52027
0.6922707495697848,0.0010740251493813894,0.0034811696988562763,0.0001795852298896428,0.0035032637140521286,0.00044893359711696426,0.005371427633987452,1.0,1.0,1.0,2.509041288766351,3.52027
0.6997145210705352,0.0010721170176490329,0.0034779701194110075,0.00017785821819978244,0.003498381850255356,0.00044657359045134783,0.005427515621348834,1.0,1.0,1.0,2.509041288766351,3.52027
0.7071582925712856,0.0010702088859166762,0.0034747705399657386,0.00017613120650992206,0.0034934999864585843,0.0004442135837857315,0.005483603608710218,1.0,1.0,1.0,2.509041288766351,3.52027
0.7146020640720361,0.0010741626933149673,0.003471570960520469,0.00017440419482006163,0.0034886181226618115,0.00044185357712011507,0.005539691596071601,1.0,1.0,1.0,2.509041288766351,3.52027
0.7220458355727865,0.0010784170412822594,0.0034683713810751996,0.00017267718313020123,0.0034837362588650395,0.0004463274658959168,0.005595779583432984,1.0,1.0,1.0,2.509041288766351,3.52027
0.7294896070735368,0.0010826713892495515,0.003465171801629931,0.00017095017144034085,0.0034788543950682676,0.0004537283527079044,0.005651867570794367,1.0,1.0,1.0,2.509041288766351,3.52027
0.7369333785742872,0.0010869257372168434,0.0034610094394768253,0.00016922315975048042,0.0034739725312714948,0.00046112923951989205,0.005707955558155749,1.0,1.0,1.0,2.509041288766351,3.52027
0.7443771500750376,0.0010911800851841355,0.0034547894434339343,0.00016749614806062005,0.003469090667474723,0.0004685301263318796,0.005764043545517132,1.0,1.0,1.0,2.509041288766351,3.52027
0.751820921575788,0.0010954344331514277,0.0034485694473910433,0.00016576913637075967,0.003464208803677951,0.00047593101314386725,0.005820131532878515,1.0,1.0,1.0,2.509041288766351,3.52027
0.7592646930765383,0.0010996887811187195,0.0034423494513481524,0.00016404212468089927,0.003459326939881178,0.0004833318999558549,0.005876219520239897,1.0,1.0,1.0,2.509041288766351,3.52027
0.7667084645772887,0.0011039431290860117,0.003436129455305262,0.00016231511299103887,0.003456696737210726,0.0004907327867678425,0.00593230750760128,1.0,1.0,1.0,2.509041288766351,3.52027
0.7741522360780391,0.0011081974770533038,0.0034299094592623713,0.0001605881013011785,0.0034730661760730406,0.0004981336735798301,0.005988395494962663,1.0,1.0,1.0,2.509041288766351,3.52027
0.7815960075787894,0.0011124518250205957,0.0034236894632194807,0.0001588610896113181,0.0034894356149353543,0.0005055345603918177,0.006044620809094508,1.0,1.0,1.0,2.509041288766351,3.52027
0.7890397790795398,0.0011167061729878878,0.0034174694671765893,0.0001571340779214577,0.0035058050537976684,0.0005129354472038053,0.006100849523831229,1.0,1.0,1.0,2.509041288766351,3.52027
0.7964835505802902,0.0011209605209551799,0.0034112494711336988,0.0001559995351697319,0.003522174492659982,0.0005203363340157929,0.00615707823856795,1.0,1.0,1.0,2.509041288766351,3.52027
0.8039273220810406,0.001125214868922472,0.003405029475090808,0.00015496269803689911,0.003538543931522296,0.0005277372208277805,0.0062133069533046705,1.0,1.0,1.0,2.509041288766351,3.52027
0.8113710935817909,0.0011294692168897637,0.0033988094790479173,0.00015392586090406637,0.0035549133703846104,0.0005351381076397681,0.00626953566804139,1.0,1.0,1.0,2.509041288766351,3.52027
0.8188148650825413,0.0011337235648570558,0.0033925894830050263,0.0001528890237712336,0.0035712828092469245,0.0005425389944517557,0.0063257643827781115,1.0,1.0,1.0,2.509041288766351,3.52027
0.8262586365832917,0.0011379779128243477,0.0033863694869621353,0.00015185218663840082,0.0035876522481092382,0.0005509117098626262,0.006381993097514832,1.0,1.0,1.0,2.509041288766351,3.52027
0.8337024080840421,0.0011422322607916398,0.0033801494909192448,0.00015081534950556807,0.003604021686971552,0.0005605634498266883,0.0064382218122515525,1.0,1.0,1.0,2.509041288766351,3.52027
0.8411461795847924,0.0011464866087589319,0.003374073691110916,0.0001497785123727353,0.003620391125833866,0.0005702151897907503,0.006494450526988273,1.0,1.0,1.0,2.509041288766351,3.52027
0.8485899510855428,0.001150740956726224,0.0033709599373045788,0.00014874167523990252,0.0036367605646961806,0.0005798669297548124,0.0065506792417249935,1.0,1.0,1.0,2.509041288766351,3.52027
0.8560337225862932,0.0011549953046935159,0.0033678461834982403,0.00014770483810706974,0.0036531300035584943,0.0005895186697188744,0.006606907956461715,1.0,1.0,1.0,2.509041288766351,3.52027
0.8634774940870436,0.0011581957039197078,0.003364732429691903,0.000146668000974237,0.003669499442420808,0.0005991704096829363,0.0066631366711984346,1.0,1.0,1.0,2.509041288766351,3.52027
0.8709212655877939,0.001159098726021849,0.0033616186758855656,0.00014563116384140422,0.003685868881283122,0.0006088221496469984,0.006719365385935155,1.0,1.0,1.0,2.509041288766351,3.52027
0.8783650370885443,0.0011600017481239906,0.003358504922079228,0.00014459432670857144,0.0037074286457989547,0.0006184738896110605,0.0067755941006718765,1.0,1.0,1.0,2.509041288766351,3.52027
0.8858088085892947,0.0011609047702261322,0.003355391168272891,0.0001435574895757387,0.0037299947007422294,0.0006281256295751225,0.006828026448184998,1.0,1.0,1.0,2.509041288766351,3.52027
0.893252580090045,0.0011618077923282735,0.0033522774144665525,0.00014252065244290592,0.0037525607556855045,0.0006377773695391846,0.0068788281363875185,1.0,1.0,1.0,2.509041288766351,3.52027
0.9006963515907954,0.001162710814430415,0.0033491636606602154,0.00014148381531007317,0.0037751268106287787,0.0006474291095032466,0.006929629824590038,1.0,1.0,1.0,2.509041288766351,3.52027
0.9081401230915458,0.0011636138365325563,0.003346049906853878,0.00014073306595633155,0.0037976928655720534,0.0006570808494673087,0.006980431512792559,1.0,1.0,1.0,2.509041288766351,3.52027
0.9155838945922962,0.0011645168586346978,0.0033429361530475403,0.00014030533005300106,0.0038202589205153276,0.0006667325894313706,0.00703123320099508,1.0,1.0,1.0,2.509041288766351,3.52027
0.9230276660930465,0.0011654198807368394,0.003339822399241203,0.00013987759414967055,0.0038428249754586022,0.0006763843293954326,0.007082034889197601,1.0,1.0,1.0,2.509041288766351,3.52027
0.9304714375937969,0.0011663229028389805,0.003336708645434865,0.00013944985824634006,0.0038653910304018765,0.0006860360693594947,0.007132836577400122,1.0,1.0,1.0,2.509041288766351,3.52027
0.9379152090945473,0.001167225924941122,0.0033335948916285276,0.00013902212234300957,0.0038879570853451516,0.0006956878093235567,0.007183638265602643,1.0,1.0,1.0,2.509041288766351,3.52027
0.9453589805952977,0.0011681289470432633,0.00333048113782219,0.00013859438643967908,0.003910523140288426,0.0006953663991971821,0.007234439953805164,1.0,1.0,1.0,2.509041288766351,3.52027
0.952802752096048,0.0011690319691454048,0.0033273673840158524,0.0001381666505363486,0.0039330891952317005,0.0006945502834638652,0.007285241642007685,1.0,1.0,1.0,2.509041288766351,3.52027
0.9602465235967984,0.0011699349912475464,0.0033242536302095153,0.0001377389146330181,0.003955655250174975,0.0006937341677305484,0.007336043330210206,1.0,1.0,1.0,2.509041288766351,3.52027
0.9676902950975488,0.0011708380133496877,0.0033211398764031773,0.0001373111787296876,0.00397822130511825,0.0006929180519972314,0.007386845018412726,1.0,1.0,1.0,2.509041288766351,3.52027
0.9751340665982992,0.0011717410354518292,0.0033180261225968398,0.0001368834428263571,0.0040007873600615244,0.0006921019362639146,0.007437646706615246,1.0,1.0,1.0,2.509041288766351,3.52027
0.9825778380990495,0.0011726440575539705,0.003314912368790502,0.0001364557069230266,0.004023353415004799,0.0006912858205305976,0.007488448394817767,1.0,1.0,1.0,2.509041288766351,3.52027
0.9900216095997999,0.001173547079656112,0.0033117986149841646,0.00013602797101969612,0.004045919469948074,0.0006904697047972808,0.007515253258397223,1.0,1.0,1.0,2.509041288766351,3.52027
0.9974653811005503,0.0011744501017582536,0.0033086848611778266,0.00013560023511636563,0.0040684855248913476,0.0006896535890639639,0.0075093549056113925,1.0,1.0,1.0,2.509041288766351,3.52027
1.0049091526013008,0.001174264811589421,0.0033055711073714895,0.0001351724992130351,0.0040761404346854446,0.000688837473330647,0.0075034565528255635,1.0,1.0,1.0,2.509041288766351,3.52027
1.012352924102051,0.001171864102275459,0.003302457353565152,0.00013474476330970465,0.004073474752776533,0.00068802135759733,0.007497558200039733,1.0,1.0,1.0,2.509041288766351,3.52027
1.0197966956028015,0.0011694633929614973,0.0033000045888784547,0.00013431702740637413,0.00407080907086762,0.0006872052418640132,0.007491659847253904,1.0,1.0,1.0,2.509041288766351,3.52027
1.0272404671035518,0.001167062683647535,0.0032990468539457127,0.00013431670119343195,0.004068143388958707,0.0006863891261306963,0.007485761494468073,1.0,1.0,1.0,2.509041288766351,3.52027
1.0346842386043023,0.0011646619743335732,0.003298089119012971,0.00013449084049325556,0.004065477707049794,0.0006781375853873163,0.007479863141682242,1.0,1.0,1.0,2.509041288766351,3.52027
1.0421280101050525,0.0011622612650196112,0.0032971313840802286,0.00013466497979307916,0.004062812025140881,0.0006669114497029324,0.007473964788896413,1.0,1.0,1.0,2.509041288766351,3.52027
1.049571781605803,0.0011598605557056494,0.0032961736491474865,0.00013483911909290276,0.004060146343231969,0.0006556853140185481,0.007468066436110583,1.0,1.0,1.0,2.509041288766351,3.52027
1.0570155531065533,0.0011574598463916874,0.0032952159142147445,0.00013501325839272634,0.004057480661323057,0.0006444591783341642,0.007462168083324754,1.0,1.0,1.0,2.509041288766351,3.52027
1.0644593246073037,0.0011550591370777254,0.003294258179282003,0.00013518739769254994,0.004054814979414144,0.0006332330426497798,0.007456269730538923,1.0,1.0,1.0,2.509041288766351,3.52027
1.071903096108054,0.0011526584277637636,0.003293300444349261,0.00013536153699237352,0.004052149297505231,0.0006220069069653959,0.007450371377753094,1.0,1.0,1.0,2.509041288766351,3.52027
1.0793468676088045,0.0011502577184498014,0.0032923427094165188,0.00013553567629219713,0.004049483615596318,0.0006107807712810117,0.0074444730249672636,1.0,1.0,1.0,2.509041288766351,3.52027
1.0867906391095548,0.0011478570091358396,0.003291384974483777,0.0001357098155920207,0.0040468179336874055,0.0005995546355966278,0.0074385746721814345,1.0,1.0,1.0,2.509041288766351,3.52027
1.0942344106103052,0.0011454562998218776,0.003290427239551035,0.0001358839548918443,0.0040441522517784935,0.0005883284999122435,0.007462520835117695,1.0,1.0,1.0,2.509041288766351,3.52027
1.1016781821110555,0.0011430555905079158,0.003289469504618293,0.0001360580941916679,0.004041486569869581,0.0005771023642278596,0.007508119932133665,1.0,1.0,1.0,2.509041288766351,3.52027
1.109121953611806,0.0011406548811939538,0.003288511769685551,0.0001362322334914915,0.004038820887960668,0.0005658762285434753,0.0075537190291496345,1.0,1.0,1.0,2.509041288766351,3.52027
1.1165657251125563,0.001138254171879992,0.0032875540347528094,0.0001364063727913151,0.004036155206051755,0.0005546500928590914,0.007599318126165604,1.0,1.0,1.0,2.509041288766351,3.52027
1.1240094966133067,0.00113585346256603,0.0032865962998200673,0.0001365805120911387,0.004003791363452785,0.0005434239571747071,0.007644917223181575,1.0,1.0,1.0,2.509041288766351,3.52027
