Freq_rad_ps,VDOS_Na,VDOS_K,VDOS_Mg
2.387269378245635920e+01,2.665692943564691719e-02,2.405818031837482496e-02,1.323467003383705688e-02
2.396244075156333864e+01,2.445321221463919725e-02,2.706751996884809025e-02,1.225674079580906309e-02
2.405218772067031807e+01,2.515506187727235138e-02,2.431428365815895692e-02,1.206402951142218627e-02
2.414193468977729751e+01,2.365441392630981271e-02,2.079883323637614356e-02,1.184909909776113261e-02
2.423168165888427694e+01,2.254928678503533707e-02,1.916948366327896058e-02,1.214435386641588357e-02
2.432142862799125282e+01,2.355729097747519610e-02,1.876088163448026008e-02,1.497475173017981734e-02
2.441117559709823226e+01,2.697508807117438706e-02,2.216696976638226138e-02,1.421373028897439036e-02
2.450092256620521169e+01,2.394565731569250899e-02,2.020999926702210861e-02,1.300644542125903823e-02
2.459066953531219113e+01,2.434510044857273944e-02,1.991361762238543637e-02,1.330055261581184964e-02
2.468041650441917056e+01,2.597524289822303323e-02,2.497709649530777121e-02,1.299161401917096545e-02
2.477016347352615000e+01,2.629704794930268555e-02,2.267949793134750244e-02,1.273086741804316767e-02
2.485991044263312588e+01,2.734801941621146926e-02,2.368413165215277685e-02,1.302880356162617638e-02
2.494965741174010532e+01,2.387197181205145263e-02,1.935626336563274486e-02,1.166361982440284814e-02
2.503940438084708475e+01,2.144712815410322604e-02,2.094426112166969042e-02,1.318207978507674773e-02
2.512915134995406063e+01,2.318763884655949611e-02,2.116151243984068162e-02,1.351199854157330606e-02
2.521889831906104007e+01,2.289327329581718889e-02,2.049196449010168633e-02,1.281864901563652126e-02
2.530864528816801950e+01,2.244982777509034119e-02,1.964343861372344277e-02,1.347872734758306761e-02
2.539839225727499894e+01,2.336166326715486199e-02,1.676025576858048566e-02,1.398270639084411501e-02
2.548813922638197838e+01,2.503094682558783257e-02,1.922682956266881515e-02,1.419255000397488635e-02
2.557788619548895781e+01,2.759070784013066199e-02,2.182940824543974645e-02,1.342209739730714294e-02
