Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Mg_x,J_Mg_y,J_Mg_z,J_Cl_x,J_Cl_y,J_Cl_z,J_K_x,J_K_y,J_K_z,J_Na_x,J_Na_y,J_Na_z
8310,7996.158752467902,0.00069787545,-0.00044622362,0.00013123202,-7.807731926243841,5.699929568695687,-0.879842157572928,19.104362039021908,1.7041658728824327,-3.0240094886031104,6.813597704123604,-1.8408098718365373,-6.239060547938886,-15.509505253444328,3.8700615060336814,-5.764392569143792
8315,7996.158752467902,0.0008670999,-0.00083180127,9.8701166e-05,-6.304125932982979,3.5369443918399606,-1.3222762958711956,18.32371300724754,2.441542693709623,-2.520285903643595,7.308935398133836,-1.3196320250800644,-6.125424007111457,-16.72779973730848,4.774491974145649,-5.939318539173807
8320,7996.158752467902,0.0009467946,-0.0011162987,0.00019412918,-5.318932038360808,1.1019679929242097,-1.5899615272455394,17.608761057973425,3.5066074914514207,-2.225740204940008,7.61544274313179,-0.8796403744937571,-5.9768070886469165,-17.304549076437063,5.704411810151514,-6.114795699110955
8325,7996.158752467902,0.00094087824,-0.0012853693,0.00037624716,-5.005804140098926,-1.1567169754842785,-2.0811093202309694,17.047038702376994,4.428895109890858,-1.792840292324465,7.735352615840166,-0.5351213404074961,-5.829224811806222,-17.17586461217342,6.696289819167149,-6.204130269593558
8330,7996.158752467902,0.00086534244,-0.0013516346,0.0005482721,-5.207463122635099,-2.891820774710914,-3.0587145978451726,16.490981540290704,4.8732215356988196,-0.98629668264409,7.671316618216006,-0.2974300067736504,-5.714984678446221,-16.354112477088158,7.7493759398024205,-6.147308630700688
8335,7996.158752467902,0.00073467375,-0.0013341869,0.00060046645,-5.543608982748999,-3.8985417674474334,-4.4941613043583475,15.63306167074279,4.680043220633948,0.15921860161318113,7.424906073028759,-0.17651009009125396,-5.653545408408997,-14.913636050651792,8.828355370886428,-5.918816231750651
8340,7996.158752467902,0.0005611651,-0.0012384945,0.00047030492,-5.675835770955027,-4.02400468549499,-5.999091424014257,14.247240151621568,3.767643393296808,1.2600604946782585,6.999489182889884,-0.18039671063354312,-5.644219345130574,-12.970171110367108,9.870104700672826,-5.524054308981403
8345,7996.158752467902,0.0003679424,-0.0010486896,0.0001707269,-5.47882648748783,-3.165975822345761,-7.003276441887426,12.34502052103062,2.1206799314907268,1.7444462622951722,6.40507651708118,-0.31245519443666403,-5.6623128769509155,-10.670548195860636,10.79109790752075,-4.986161619311286
8350,7996.158752467902,0.00019385538,-0.0007406363,-0.00023350191,-4.910152035670771,-1.406794542103716,-7.145416924852688,10.037651329743776,-0.09387244041748488,1.2284617327408567,5.6613923620223074,-0.5671412208049542,-5.660875372356992,-8.188169260135503,11.50115514661259,-4.329473855558871
8355,7996.158752467902,7.3611925e-05,-0.00029938525,-0.0006546689,-3.848204544126938,0.9543423683282084,-6.496577622753609,7.361524629343433,-2.5157382587264987,-0.25922966457217567,4.796584146379028,-0.9274398060307458,-5.580203095568601,-5.709181577233713,11.922182672901119,-3.571293619667966
8360,7996.158752467902,2.9461533e-05,0.00026523406,-0.0010056337,-2.1403809379262473,3.483381786594827,-5.450650279911277,4.301553130721474,-4.685563419056724,-2.3616695780991597,3.842708239497152,-1.366895475505883,-5.36392624687715,-3.4031581734498024,12.002424036629534,-2.73105784190481
8365,7996.158752467902,8.0066005e-05,0.0009000645,-0.00123544,0.2576133948896224,5.644567278883323,-4.52831589579633,0.8992386180812142,-6.076728498221872,-4.550329457949707,2.831711155316734,-1.855236179145434,-4.9759153585158,-1.3878410181105125,11.72074392071984,-1.852743437476572
8370,7996.158752467902,0.00023359271,0.001498006,-0.0013609239,3.210547705675702,6.93320946290637,-4.188383916413803,-2.699123766348281,-6.221256867310085,-6.2885644138422006,1.7948814853277884,-2.363862092745988,-4.411001314057382,0.29441682337620323,11.085256390688599,-1.0193543717243014
8375,7996.158752467902,0.00047840032,0.0019147366,-0.0014475834,6.406540110241609,7.173974197794586,-4.6215205801302846,-6.246881021410889,-5.0060802998821,-7.251384800198016,0.7653390013417818,-2.8688658309339403,-3.6958043769384914,1.6757242170087991,10.134318479868242,-0.3385943310760626
8380,7996.158752467902,0.0007848566,0.0020301123,-0.0015402143,9.416403229006383,6.636487475509196,-5.675782804362561,-9.436058407837194,-2.7930390390290363,-7.446969247497568,-0.21944666504554267,-3.3521229441658966,-2.88026062262116,2.8398239132902825,8.942021303148366,0.09570898398199623
8385,7996.158752467902,0.0011118705,0.0018284139,-0.0016190029,11.868116290090246,5.826242859188052,-6.994997303336014,-12.04236883450038,-0.20928034140955099,-7.125219878757765,-1.1177053341036647,-3.802250936202766,-2.023798364939745,3.892679962630617,7.618635112703786,0.23671178258708236
8390,7996.158752467902,0.0014168662,0.0014109823,-0.0016275243,13.621992219021191,5.199680983507415,-8.2079415272162,-14.071994034687563,2.1574996383963185,-6.605956781207045,-1.8865041033225127,-4.215497751353835,-1.181670949529968,4.9372280644993305,6.291663804637509,0.08826540654452542
8395,7996.158752467902,0.0016572783,0.00092192384,-0.0015358476,14.712798260050473,4.966700090208315,-9.021951645881664,-15.675652542945945,3.9924735098495763,-6.173658334470804,-2.487147617713381,-4.5954528566045365,-0.3958991756056154,6.050724538014955,5.0696259495965315,-0.31579439631108785
8400,7996.158752467902,0.0017898403,0.0004704882,-0.0013786022,15.170075717222058,4.984181043382842,-9.259955406341494,-16.94066289939791,5.38670372903586,-6.023383335249365,-2.89179278648884,-4.9514961445066765,0.30793334583967713,7.263102810321478,4.013958138694154,-0.9318981681158617
8405,7996.158752467902,0.0017808373,0.00010820481,-0.0012388956,15.01645207134424,4.841741071544812,-8.880344262149908,-17.869910924805936,6.751854036562937,-6.236681146651668,-3.0897787263449934,-5.2971261827889276,0.9195676656442568,8.54396046993589,3.1368776945713126,-1.7098456586268582
8410,7996.158752467902,0.0016262553,-0.0001585466,-0.0011850303,14.33886151954356,4.186257509269263,-7.973116774715624,-18.453017253910268,8.480103043767729,-6.789480423200857,-3.0920915900562607,-5.648555017917827,1.4407548957448792,9.806970334016125,2.4155413533702177,-2.5854610167903442
8415,7996.158752467902,0.0013656338,-0.00034314292,-0.0011963639,13.192963133506957,3.025737866455666,-6.746470565783699,-18.593075739382122,10.623812749968488,-7.563430089909954,-2.932202612536675,-6.022555013562963,1.880791785114246,10.933038250893343,1.8063509993629223,-3.4781946051394184
8420,7996.158752467902,0.0010685315,-0.00044943573,-0.0011596387,11.562875710425935,1.683758480927418,-5.495195719809733,-18.104677688838365,12.926103636387117,-8.36479547884926,-2.661623043844192,-6.432755124898106,2.25152399567566,11.804148291849753,1.2562393600420192,-4.298836291813626
8425,7996.158752467902,0.0008004187,-0.0004620792,-0.0009681303,9.512807117465844,0.513614900803669,-4.504674948391501,-16.906309920521828,15.09087335083793,-9.00396929730357,-2.340182181003219,-6.885633181763408,2.562858189207594,12.33440826923562,0.7144912438271431,-4.9615171228820545
8430,7996.158752467902,0.0005988318,-0.0003650097,-0.0006094404,7.267789402796543,-0.2643848957489805,-3.921711310209237,-15.130393036858093,16.931924332903947,-9.413039690464636,-2.0240264710657714,-7.378660880979736,2.820015814779884,12.487353790625104,0.1444674087507165,-5.3925678941846344
8435,7996.158752467902,0.00047502082,-0.00016256148,-0.00015265941,5.16818369837164,-0.5618713062325238,-3.6943789196263497,-13.090341767167493,18.366255734642685,-9.701209197611995,-1.7561854792650036,-7.90170242691704,3.022894312961119,12.279067272685108,-0.4693363626392233,-5.534609356782807
8440,7996.158752467902,0.0004313636,0.00011553745,0.00031323542,3.584122380862018,-0.3906322896694743,-3.6258755233318043,-11.193942210060868,19.38500334652351,-10.096185758206833,-1.5628905276018838,-8.440608362453643,3.1666275398881165,11.773433922456217,-1.120417189562358,-5.351869502996618
8445,7996.158752467902,0.00047276772,0.00042083496,0.00072119985,2.745113079547072,0.1773945134952103,-3.4967286012267396,-9.760625085726574,20.019165926557683,-10.80958589499993,-1.4551687659761585,-8.98076203189441,3.2419754581230276,11.071404692746917,-1.7824528827949688,-4.842963832143634
8450,7996.158752467902,0.0006004985,0.0006965553,0.0010308494,2.555914877431851,1.08296802449936,-3.1202492350291395,-8.811337838231786,20.27092798725883,-11.965480935321327,-1.4327821073886655,-9.508874180120186,3.2352863046896285,10.288929175673736,-2.411676490210011,-4.0568589095096685
8455,7996.158752467902,0.000789804,0.00089455384,0.0012145527,2.6616813678610836,2.311361318938589,-2.2985729698281894,-8.096096779935113,20.084327637386217,-13.642230719127706,-1.4881769742416862,-10.012480338821769,3.129330812621168,9.523316394625915,-2.949863429872421,-3.095829890943189
8460,7996.158752467902,0.0009769372,0.0009971254,0.0012482579,2.7505403198429033,3.804502282324984,-0.8783184134242283,-7.361550399395568,19.437746670709238,-15.843631994692142,-1.6094155435123305,-10.477920350538733,2.9064293794387535,8.821149850760783,-3.330982979536129,-2.091782088180975
8465,7996.158752467902,0.0010789931,0.0010185407,0.001118544,2.7245421253082807,5.364258713558821,1.031856634361512,-6.507950566274758,18.4500957208302,-18.32871148095806,-1.782190728291643,-10.887175148726895,2.5548001720769147,8.16632324736657,-3.4938340895277324,-1.1652483789153325
8470,7996.158752467902,0.001033012,0.0009828642,0.0008395241,2.6015027903103967,6.683326999733845,2.934049357716768,-5.506039983267776,17.360886873046205,-20.523569808000357,-1.991840726666159,-11.21343701472062,2.0782603115537253,7.497102095275303,-3.3974317468709305,-0.3960426502422192
8475,7996.158752467902,0.00082489377,0.0009140862,0.00045976284,2.3739682929353787,7.450850936777579,4.103968204310414,-4.2895838551871615,16.429895825712286,-21.693856667362386,-2.225968228754245,-11.417277206080252,1.506559818912768,6.74230815726606,-3.030124908622307,0.17602579936233953
8480,7996.158752467902,0.00049987086,0.00084860297,5.1299874e-05,2.019688682657934,7.446670583526294,3.9877465948068593,-2.796175571771971,15.84306285062758,-21.324422862061372,-2.4769459143128545,-11.448834067729985,0.8990980551122387,5.854157394106559,-2.4075549059961485,0.5302749423967339
8485,7996.158752467902,0.00014692961,0.0008341156,-0.0003136069,1.6357612387418978,6.638291376894496,2.5707480321437206,-1.1160328076971249,15.619403045307186,-19.458243037436528,-2.7426470505881655,-11.259583680653234,0.3353760047709269,4.823643188911782,-1.5647664051029277,0.6448159635505881
8490,7996.158752467902,-0.00015605135,0.00088707934,-0.0005980862,1.4728453984625869,5.216687844430135,0.39907161881482445,0.47008220117233046,15.585379640596434,-16.688424345561863,-3.02483134200087,-10.819063734455197,-0.10616788063389926,3.6826282580177656,-0.549659239157263,0.4882173566397401
8495,7996.158752467902,-0.0003950329,0.0009643097,-0.00081059407,1.7313585307183432,3.4521578546265577,-1.7984546981876592,1.697039097521623,15.523294689944242,-13.765397590311618,-3.3263833608673297,-10.125671793855075,-0.369943138551486,2.498710382878934,0.5835635243602901,0.026492510923578516
8500,7996.158752467902,-0.00060926145,0.0010029706,-0.00096455537,2.365998182029208,1.5437921335252671,-3.5097294489512096,2.524728352538224,15.30962121154983,-11.206601970930343,-3.6492536819625814,-9.204885916183338,-0.4349340471574634,1.3592520360662173,1.7848172059785439,-0.7560377581331013
8505,7996.158752467902,-0.0008432132,0.0009775121,-0.0010492759,3.0912686925239448,-0.35956495616105577,-4.53302166187287,3.1575809067867535,14.87514764265426,-9.22616193655027,-3.9937213542746024,-8.098433926321485,-0.3147508704180897,0.34559679166432833,3.0161952325180037,-1.8333686027845428
8510,7996.158752467902,-0.0011173274,0.0009114786,-0.0010357237,3.4980967497922295,-2.103365250892102,-4.855432202644541,3.9481732474300975,14.142977699487455,-7.872555322444313,-4.358236209389578,-6.8526114770858095,-0.051311857726711096,-0.4873086803590846,4.246342922651894,-3.128003414168273
8515,7996.158752467902,-0.001423162,0.00084969564,-0.0008903533,3.2528214206922668,-3.5108651667249884,-4.533059902618068,5.199793428284028,13.023118556829223,-7.146828520214841,-4.739102823177963,-5.510885234462983,0.2936549326793223,-1.1127867927889294,5.431975853178375,-4.52106941663173
8520,7996.158752467902,-0.0017265443,0.000831722,-0.0005947594,2.2864744938506147,-4.359272050845766,-3.6389628228914335,6.965159906515977,11.402200251158435,-7.041210955242933,-5.12972104282584,-4.1114273538106545,0.649164693032338,-1.5211881110835668,6.501843778314725,-5.876294046815967
8525,7996.158752467902,-0.0019741466,0.00088243117,-0.00016628215,0.7715132523680888,-4.384902315961062,-2.2251385257529437,9.061306816767239,9.1493288552548,-7.563019511645839,-5.519375650367,-2.68798837551651,0.9481130191367755,-1.7127192074140032,7.356906739507468,-7.067258160533167
8530,7996.158752467902,-0.0021045327,0.0010147964,0.00032853743,-1.0671752710477544,-3.351376373468474,-0.28465018408106335,11.263817311884402,6.1685469231553025,-8.765887863507814,-5.89259586857428,-1.2714502048175946,1.1407338734449635,-1.7033208159218622,7.8876243665800585,-7.997499147554703
8535,7996.158752467902,-0.002070909,0.0012217747,0.0007852952,-3.0433070847648285,-1.173334092769755,2.2000811205819373,13.409338756316643,2.4971988972203025,-10.705518422486296,-6.230592384870978,0.11039376351334518,1.2041057730409133,-1.5347138271781577,7.999086108837292,-8.6059719541236
8540,7996.158752467902,-0.0018653447,0.0014627989,0.0011081661,-4.915567192692842,1.9244112555803898,5.085227738442238,15.304718288707166,-1.5596090678144439,-13.276772037306596,-6.515127132292254,1.4354368507200679,1.1442086716512616,-1.2732984588610554,7.633105374836378,-8.85996768825957
8545,7996.158752467902,-0.0015252464,0.0016846041,0.0012572842,-6.342654512533054,5.3763107844912605,7.93337287131207,16.670892232394635,-5.4139331811592175,-16.084038910046598,-6.732595239029469,2.6901249798255567,0.9902411071277069,-0.9949172856458892,6.780841721898542,-8.746877771563089
8550,7996.158752467902,-0.0011148461,0.0018521873,0.0012496108,-7.053805818864939,8.490100452987143,10.136271702884454,17.298386513250556,-8.411431350707852,-18.55410597688557,-6.875093232376675,3.869421308220696,0.7841235359853211,-0.7687626270517187,5.485253667404396,-8.27359203009932
8555,7996.158752467902,-0.0006992752,0.0019500295,0.0011247161,-6.985046396977859,10.718025646541399,11.234326842068452,17.175907358187956,-10.095572641097421,-20.24058918710021,-6.9376239637515384,4.972825088720926,0.5691147523654703,-0.6525121256736295,3.838066384069026,-7.470155196607305
8560,7996.158752467902,-0.00033668854,0.0019775394,0.0009209479,-6.219052030952305,11.782195588125115,11.122502155152954,16.429222720350502,-10.322094446353612,-21.02187411105648,-6.914003675194398,5.998365224048827,0.38003038064625194,-0.6954420078573005,1.9748781436029106,-6.387961398665577
8565,7996.158752467902,-7.96415e-05,0.0019430147,0.00066775095,-4.889244015059383,11.653168108302133,9.949369276337432,15.222886762753683,-9.221475901691404,-21.003059259432003,-6.795058364749129,6.938090025273484,0.23645807848942546,-0.9378591575104931,0.063562580860963,-5.090071104285966
8570,7996.158752467902,3.556281e-05,0.0018503784,0.00038993015,-3.1553857365725078,10.438404439461486,7.887925696495851,13.729718162675477,-7.061494451530846,-20.292911948709726,-6.570918246581859,7.777802190891069,0.1402510852464669,-1.4026891436251316,-1.7213670370291938,-3.6425676206209054
8575,7996.158752467902,2.531345e-06,0.001694425,0.0001171917,-1.2251375208106887,8.250259078542877,5.079815310584574,12.150102271724807,-4.085336814992725,-18.951221861238874,-6.236925715786346,8.501324152865326,0.07747546399759253,-2.08731407377035,-3.232900952914787,-2.1133718146893843
8580,7996.158752467902,-0.00015281198,0.0014676317,-0.000113856775,0.642320631537576,5.156376835684933,1.7547393194711647,10.724049168286925,-0.4444944878049464,-17.112857748220332,-5.801658168776374,9.097985772765584,0.023881643778343786,-2.9639867850373696,-4.376522575572307,-0.5730663519507684
8585,7996.158752467902,-0.00037571837,0.0011692821,-0.00026801912,2.1793375836627895,1.2458243972063432,-1.7027778945027539,9.701705570530088,3.7306483051289665,-15.066788752469495,-5.2939208350646725,9.570044448628666,-0.04745916790062177,-3.9863973740384533,-5.11317149719427,0.9097225797149409
8590,7996.158752467902,-0.0005958015,0.000809273,-0.00032115765,3.144593835881995,-3.257564969229497,-4.8717887055806495,9.313603042101946,8.197323143445942,-13.154859138944506,-4.763236298101438,9.934781862015713,-0.15782880208944938,-5.094235428560743,-5.4411943835238334,2.2771736429412672
8595,7996.158752467902,-0.0007603587,0.0004054485,-0.00027486074,3.3331940174257326,-7.9260661524091125,-7.506509846132496,9.750008813950451,12.511809802723413,-11.5743645176202,-4.269613034731483,10.217358547648816,-0.31612042463467027,-6.212864773008724,-5.369756458285264,3.4896914881673693
8600,7996.158752467902,-0.00086592435,-9.903644e-06,-0.00017224645,2.647603510188663,-12.175341991063398,-9.613949238015003,11.071602787808843,16.072483859723548,-10.305744551316234,-3.8652336057705172,10.436834660162619,-0.5161860201981714,-7.253247706306403,-4.900631095409988,4.528576204916095
8605,7996.158752467902,-0.0009469237,-0.0003739857,-8.679892e-05,1.1946186649229185,-15.442764371673185,-11.338542070979848,13.101835912756547,18.30892661571864,-9.221844256937718,-3.578059369537404,10.593970230264292,-0.739478727721968,-8.11767000070494,-4.026787330640144,5.392561531697498
8610,7996.158752467902,-0.0010358964,-0.00060350355,-7.9688194e-05,-0.7342354877319027,-17.374450804493666,-12.809021511462294,15.451567874267328,18.879830126855843,-8.225794828811882,-3.4068320818234854,10.668531645795499,-0.9617466441553068,-8.709775523722321,-2.7405657873422733,6.0892593689158785
8615,7996.158752467902,-0.0011358166,-0.0006432157,-0.0001611946,-2.8072613654940226,-17.897621349586306,-14.085965255418806,17.683358714689348,17.747108066937585,-7.288011558854446,-3.3281695886337173,10.626769611612303,-1.1603667759548506,-8.947203339084343,-1.0429112508826792,6.627039797865069
8620,7996.158752467902,-0.0012162701,-0.00050689926,-0.00029324263,-4.830069555886447,-17.198366920734887,-15.245914952034315,19.52377318503841,15.158525809264686,-6.355093077374811,-3.308913580470507,10.433539238242135,-1.319222003271813,-8.784065842315147,1.0396469283260377,7.012926050504535
8625,7996.158752467902,-0.0012317762,-0.00026192385,-0.00042893618,-6.760080572800698,-15.58746062119656,-16.4454800848741,20.924307790292907,11.537589673665147,-5.287377612656531,-3.3169837856050792,10.063135629440128,-1.4296891136830767,-8.246519304120278,3.4200800511499265,7.255242766491352
8630,7996.158752467902,-0.001148492,1.3624161e-05,-0.0005413632,-8.466406557229682,-13.265323677589667,-17.79514580256156,21.851632371951382,7.273166212130613,-3.988978251900667,-3.327922093399356,9.506400624734285,-1.4887160639257733,-7.456579794924885,5.919101376031979,7.365535975680319
8635,7996.158752467902,-0.0009600417,0.0002574349,-0.00062310527,-9.56821080242026,-10.255079724966098,-19.18610123998743,22.098558110635175,2.626062629650848,-2.581661245023829,-3.3267147022499906,8.774200113366877,-1.4970402511747185,-6.602908645283145,8.288161506821854,7.357498685431854
8640,7996.158752467902,-0.0006893763,0.00043586825,-0.0006774231,-9.654911213584462,-6.617571101780529,-20.307044460137803,21.42221147955115,-2.1444364756160805,-1.3835495066581345,-3.3054942405026297,7.89739375754323,-1.46003072757531,-5.861082280046952,10.297958249866571,7.243320845877821
8645,7996.158752467902,-0.00037773716,0.0005519478,-0.00070352165,-8.681160196211756,-2.6529853133635033,-20.830553933735892,19.86750930602922,-6.656073608996289,-0.7129226748241901,-3.2591343043870795,6.922855956545733,-1.3908081921611544,-5.326491076724318,11.819547495775698,7.026980820030945
8650,7996.158752467902,-7.552602e-05,0.00064163475,-0.0006873385,-7.07308900352019,1.1504589308223103,-20.561818001520543,17.85834633684228,-10.454257320188725,-0.7289787249463728,-3.1814489637447325,5.906172212773869,-1.3129106803019628,-5.003084201649008,12.830970570074061,6.696403329296078
8655,7996.158752467902,0.00016055543,0.00075481116,-0.00061558967,-5.430990301160827,4.358205886082828,-19.40784584367585,15.923784468745922,-13.195286135944459,-1.4609526112629831,-3.0639136770016555,4.903390291245502,-1.2597180629302847,-4.828156561943148,13.367034407529061,6.221212352632354
8660,7996.158752467902,0.0002884856,0.0009270419,-0.0004916617,-4.1823944134676,6.764859558452258,-17.27110105456606,14.381225154212203,-14.762802050705774,-2.9297880229254227,-2.8967155129041555,3.9642259722680837,-1.269479593239617,-4.70139110095578,13.467061173687469,5.563064676337449
8665,7996.158752467902,0.0003077924,0.0011485761,-0.0003337321,-3.463467347029118,8.325731401859116,-14.093136770132066,13.247690579643871,-15.171905937836216,-5.13786490333346,-2.6707355314258523,3.127610386134963,-1.3769320004868124,-4.512763658959999,13.151908771928063,4.7006297772668
8670,7996.158752467902,0.00026056243,0.0013539274,-0.00016998933,-3.1475645946675375,9.013140188533612,-10.107977890560242,12.305285747345819,-14.433269612174088,-7.857108646126433,-2.3794667239528637,2.419253806427493,-1.6042688286180413,-4.177530490661858,12.434220046394403,3.6620514486193843
8675,7996.158752467902,0.00020494092,0.0014574346,-3.85258e-05,-2.8920403328866175,8.798581291866753,-6.06030203443307,11.183699070553315,-12.569836124235877,-10.434294167981864,-2.02053562146033,1.8507831485079596,-1.9550097837055713,-3.670399336915116,11.353816016499042,2.5423019458457543
8680,7996.158752467902,0.0001785594,0.0014195644,2.4474897e-05,-2.2642642211676582,7.695431192103455,-3.0376095320732093,9.49192602402037,-9.69879071766277,-11.933530661029508,-1.596108467262856,1.4200270132499797,-2.4133868058271393,-3.0308298717568425,10.016676724244537,1.4772228803985454
8685,7996.158752467902,0.00018599906,0.0012731615,4.585622e-06,-0.9834317107261175,5.795492718683705,-1.9255252365016604,7.022997337971003,-6.075128417669615,-11.610750761246312,-1.1117041916033839,1.11220795715815,-2.9492898269901335,-2.327138055188235,8.600772015626788,0.5782617102876944
8690,7996.158752467902,0.00022432169,0.0010833044,-8.7513414e-05,0.9173488142159751,3.3133945882472062,-2.9087828556709683,3.866050273347359,-2.0881205706865815,-9.350212000902825,-0.573941023732222,0.902347163508582,-3.526393087203468,-1.6087348089508762,7.305723066594584,-0.12191631546833692
8695,7996.158752467902,0.00030808971,0.0009014988,-0.00023516259,3.141383124854647,0.6176098942850103,-5.399922640199026,0.33304229335954716,1.7818201445296324,-5.726805012146866,0.011412149757926038,0.7590626090462843,-4.110694156473182,-0.8851145319072115,6.274851323127296,-0.6698822859334941
8700,7996.158752467902,0.00045124695,0.0007577588,-0.00043257384,5.260061528923862,-1.7859534739437781,-8.401402228973634,-3.1614886868051038,5.020416329943915,-1.681682250501905,0.6394562908942687,0.6494983906962961,-4.677612150627391,-0.1373059890042807,5.549382751492959,-1.146607388333035
8705,7996.158752467902,0.0006340215,0.00066801824,-0.00067583704,6.814001551317222,-3.3812882340354236,-10.939121498198535,-6.17792477892225,7.191437029590675,1.865192232150224,1.3037463253538233,0.5441420971332055,-5.2164022205516805,0.6608997994612846,5.079053310846649,-1.6169720706366602
8710,7996.158752467902,0.0008012268,0.0006354226,-0.000944212,7.413158290856687,-3.8699273007479196,-12.271888871149446,-8.335813949814556,8.122247514118351,4.199803449910762,1.9928556243510327,0.4194477200511546,-5.731050438212259,1.5305233620479237,4.761576309305457,-2.1041676274290175
8715,7996.158752467902,0.0008830401,0.0006495227,-0.0011985258,6.849555551231781,-3.2700701241666366,-11.964180378268527,-9.420929042224541,7.968608773608002,4.8890922866836615,2.6885345670714385,0.25744182690721296,-6.237444350431469,2.483562456056924,4.477363961259544,-2.5947711660046884
8720,7996.158752467902,0.00081905315,0.00068736734,-0.0013897117,5.193756070247209,-1.7308780546301268,-9.989384660406092,-9.48051697964046,7.008304487891875,3.9005992891899366,3.36732944445681,0.044229440929827446,-6.757915484217955,3.520155216223892,4.111688881390438,-3.06060243497272
8725,7996.158752467902,0.0006031272,0.0007232678,-0.0014701881,2.812616476699069,0.6871997680281101,-6.737075980894323,-8.840924183221873,5.40250015060141,1.6213333157207996,4.005575405379896,-0.22963881061934677,-7.315277580565743,4.623456044288568,3.5732831365222237,-3.476282995459808
8730,7996.158752467902,0.0003026989,0.0007524098,-0.0014106203,0.25443422718398323,3.9392817768965624,-2.774006654533612,-7.99538916062237,3.247963928568284,-1.3846624238652696,4.585810580133294,-0.5661392775078848,-7.927998995809611,5.755868221857335,2.81223798899926,-3.8206355789589392
8735,7996.158752467902,7.0038486e-06,0.0008014995,-0.0012131159,-1.9456882558652155,7.77911458961887,1.3549954151788297,-7.419110008799626,0.7825789980523421,-4.586882440295419,5.101766205468048,-0.9564694342267313,-8.60656991610187,6.863755583929113,1.8281199827416286,-4.068846912530755
8740,7996.158752467902,-0.00022782746,0.00090216775,-0.00090761663,-3.4523334716896077,11.729902933904555,5.093697906392019,-7.400557905603355,-1.578269477135251,-7.460576125408233,5.559198587149477,-1.3806435907905534,-9.350276126556418,7.89441640310043,0.6623541449899504,-4.1901496758528465
8745,7996.158752467902,-0.0003869139,0.0010516108,-0.0005458688,-4.218840342257872,15.293031409957507,7.855411956658186,-7.971684332244413,-3.43011928949468,-9.462207218401428,5.97172458469755,-1.8112543606154055,-10.143912233966256,8.819523599597694,-0.6183138469477119,-4.156596678063617
8750,7996.158752467902,-0.0004766272,0.0012093547,-0.00019512192,-4.422742155579735,18.174434898377402,9.186050116757805,-8.981683720112862,-4.585197786231359,-10.182167470551914,6.353649751922386,-2.2201902985003685,-10.955361166813526,9.651499311805772,-1.9357033138029864,-3.955825618833882
8755,7996.158752467902,-0.0005123653,0.001326845,8.445586e-05,-4.322055548007947,20.26285372512928,9.0040081065711,-10.231241134230622,-5.036587528562588,-9.578115434897306,6.713093657287355,-2.5854637582712012,-11.736609349104691,10.440926201280044,-3.207458655490808,-3.596587304151438
8760,7996.158752467902,-0.00052334805,0.001376463,0.00027186965,-4.148902873014331,21.41363660339255,7.713579818537518,-11.552737962801688,-4.730203815587771,-8.087781723967389,7.048010877758098,-2.895325610076382,-12.430539088161021,11.254352922771897,-4.35476331398142,-3.1025629450541996
8765,7996.158752467902,-0.0005446826,0.0013669984,0.000394209,-4.058062068638273,21.367184948772664,6.058854935745596,-12.832719303196134,-3.4674455215129303,-6.4817111026408085,7.346172902459112,-3.1486695145327968,-12.982774697372514,12.145331427821027,-5.3177262446978775,-2.501673122440518
8770,7996.158752467902,-0.00058486284,0.001335511,0.0004987227,-4.076679583653922,19.899491535077576,4.753149627693612,-14.047076719990857,-1.0413856298539725,-5.482303778711746,7.588606293737722,-3.352851395099263,-13.353979468866891,13.13587285997756,-6.071911088920314,-1.824170374873614
8775,7996.158752467902,-0.00060972385,0.0013093621,0.00061504915,-4.079500321368423,16.990958491587552,4.125094716743017,-15.289541620086615,2.5940859771005442,-5.3914153762069486,7.754693582743822,-3.521118117263198,-13.527118499417265,14.215071051942239,-6.630583098931237,-1.1138648637661785
8780,7996.158752467902,-0.0005740663,0.0012715568,0.0007381795,-3.866042355072305,12.871641616591546,4.0462667526592595,-16.706318985703852,7.2609085941182645,-6.006430616382081,7.827063777390104,-3.6709607817689385,-13.507359358042885,15.346020235323982,-7.0282461157711795,-0.43978084403538054
8785,7996.158752467902,-0.0004694501,0.0011692834,0.0008387649,-3.2928215565593835,7.974747638378061,4.161092223090502,-18.368357674133527,12.580104129811586,-6.862714356508034,7.795002440676181,-3.8233253345321128,-13.316453072850999,16.46689952178758,-7.298183135959261,0.11077081491199126
8790,7996.158752467902,-0.0003335974,0.00095967297,0.00088158145,-2.3425594120967705,2.82794357922819,4.170466780586405,-20.197755197135706,18.067223826649503,-7.553771700715393,7.655813936538617,-4.001831495443751,-12.985054925372532,17.485223108168164,-7.459992820333281,0.46105549511954225
8795,7996.158752467902,-0.00021778829,0.00065078295,0.00082955277,-1.1283141656499627,-2.066918736998673,3.924837750037379,-21.96858978843224,23.254332134935538,-7.860985168596799,7.41373204874959,-4.231544584101924,-12.545953929596287,18.283894212269395,-7.5225259369416735,0.5747968917548465
8800,7996.158752467902,-0.00015099774,0.00030211534,0.0006525159,0.09924170439943758,-6.250372230633843,3.358665840442238,-23.33034734216774,27.714277915497142,-7.700033537878758,7.076585800617759,-4.5371267020587975,-12.02996542796347,18.75524245057796,-7.493436334532743,0.464028386651949
