Mode_Index,Frequency_cm-1,Type,Participation_Ratio
424,(126.4404308741009+0j),Real,0.3495176307646929
425,(126.82241214862253+0j),Real,0.33550345630186496
426,(127.02265410483291+0j),Real,0.4642272308594272
427,(127.36404205069212+0j),Real,0.4441021792894644
428,(127.60625779852703+0j),Real,0.42843294116852576
429,(127.65298219002355+0j),Real,0.23629244508011987
430,(128.17766365828913+0j),Real,0.3263822790461735
431,(128.3472611554412+0j),Real,0.386913851155976
432,(128.53539584420292+0j),Real,0.3026651345642604
433,(129.3116620225562+0j),Real,0.3957135633663528
434,(129.79475714712407+0j),Real,0.37677687879720073
435,(129.88168775467213+0j),Real,0.43814812391758434
436,(130.04220012890448+0j),Real,0.3809987792418215
437,(130.6383322828938+0j),Real,0.3487332778435167
438,(130.82098238805628+0j),Real,0.339751043546186
439,(131.15686659044175+0j),Real,0.4303164205665565
440,(131.44431928047564+0j),Real,0.4502121087925875
441,(131.92881226054794+0j),Real,0.4465102710314643
442,(132.18536238881933+0j),Real,0.3548180544764681
443,(132.3938833928069+0j),Real,0.4550246181020726
444,(132.87333486229323+0j),Real,0.538089880763547
445,(133.05744224116094+0j),Real,0.3925925580349508
446,(133.2399019736024+0j),Real,0.460003034099031
447,(133.72975134357148+0j),Real,0.4376706650058864
448,(133.8481742395431+0j),Real,0.4064806841279027
449,(134.3266538976176+0j),Real,0.45029616656390653
450,(134.9871390288983+0j),Real,0.4126838997701693
451,(135.15252907764332+0j),Real,0.4825500225618573
452,(135.40715240943987+0j),Real,0.301149515371438
453,(135.81512225095997+0j),Real,0.3842027281502239
454,(135.9820579553443+0j),Real,0.412391304243327
455,(136.12364569194324+0j),Real,0.43353011723281587
456,(136.3223976436898+0j),Real,0.37493806716995987
457,(136.7220983312158+0j),Real,0.34006804930938656
458,(137.2291487512158+0j),Real,0.4187168351215936
459,(137.63203100469363+0j),Real,0.37859723541321677
460,(138.30530254812166+0j),Real,0.49644729794716935
461,(138.344663886572+0j),Real,0.33363987001943224
462,(138.78913195789198+0j),Real,0.49150502702073856
463,(139.1547462145181+0j),Real,0.4079031614300101
464,(139.69150755872295+0j),Real,0.3026328097773612
465,(139.78762050678696+0j),Real,0.42541520933038796
466,(140.52041938413078+0j),Real,0.4865363406508661
467,(140.6129141165875+0j),Real,0.41837855458014445
468,(140.95657217984657+0j),Real,0.449455608148867
469,(141.23703966740183+0j),Real,0.273874338918545
470,(141.71570592229216+0j),Real,0.41258710138899346
471,(141.95361395813094+0j),Real,0.40309732721147395
472,(142.574806147348+0j),Real,0.26253731510095507
473,(142.85812763046218+0j),Real,0.2901647959119582
474,(143.10912438697866+0j),Real,0.37883742690709427
475,(143.40406151439356+0j),Real,0.2840683719582652
476,(143.82681469961145+0j),Real,0.3841306059999597
477,(144.00410281979114+0j),Real,0.4732613628707588
478,(144.3040019782477+0j),Real,0.36388545781031817
479,(144.44211773299295+0j),Real,0.41464380765801556
480,(145.16239265508543+0j),Real,0.4757061942866835
481,(145.77550573023066+0j),Real,0.26633610866945084
482,(145.95767112508025+0j),Real,0.32512294626457033
483,(146.40751992960907+0j),Real,0.3627836072047039
484,(146.7443213440277+0j),Real,0.431382191342129
485,(147.011433690987+0j),Real,0.2876056774402174
486,(147.4088660033977+0j),Real,0.3365421906760184
487,(147.75493307610756+0j),Real,0.41392966330839687
488,(148.49802351277438+0j),Real,0.3413677124424935
489,(148.72588775615142+0j),Real,0.2878556104401634
490,(149.00494303751597+0j),Real,0.3390978155960107
