r (A),g(r)_weighted_Na-Cl,g(r)_weighted_Na-Na,S_i_Na-Cl,Average_SCL,lambda_BC
1.0760372002751375,0.0,0.0015966687056254332,1.0,4.520019890863981,4.48028
1.0840078462031015,0.0,0.0015954181562432665,1.0,4.520019890863981,4.48028
1.0919784921310656,0.0,0.0015941676068611332,1.0,4.520019890863981,4.48028
1.0999491380590296,0.0,0.001592917057479,1.0,4.520019890863981,4.48028
1.1079197839869934,0.0,0.0015916665080968333,1.0,4.520019890863981,4.48028
1.1158904299149577,0.0,0.0015904159587147,1.0,4.520019890863981,4.48028
1.1238610758429215,0.0,0.0015891654093325334,1.0,4.520019890863981,4.48028
1.131831721770885,0.0,0.0015879148599504001,1.0,4.520019890863981,4.48028
1.1398023676988494,0.0,0.0015866643105682666,1.0,4.520019890863981,4.48028
1.1477730136268134,0.0,0.0015854137614272667,1.0,4.520019890863981,4.48028
1.1557436595547774,0.0,0.0015841632137308331,1.0,4.520019890863981,4.48028
1.1637143054827417,0.0,0.0015829126660343665,1.0,4.520019890863981,4.48028
1.1716849514107053,0.0,0.0015816621183379334,1.0,4.520019890863981,4.48028
1.179655597338669,0.0,0.0015804115706414999,1.0,4.520019890863981,4.48028
1.1876262432666334,0.0,0.0015791610229450668,1.0,4.520019890863981,4.48028
1.1955968891945972,0.0,0.0015779104752486,1.0,4.520019890863981,4.48028
1.2035675351225612,0.0,0.0015766599275521666,1.0,4.520019890863981,4.48028
