r (A),g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_Ca-Li,g(r)_weighted_Cl-Cl,g(r)_weighted_Li-Cl,g(r)_weighted_Li-Li,S_i_Ca-Cl,S_i_Li-Cl,Average_SCL,lambda_BC
0.3017992512739886,0.00016594141502330477,0.0003981228467516135,0.00020373185327988337,0.008282865837398288,0.0016771513532253279,0.0,1.0,1.0,2.794731625702527,0
0.3067467799833983,0.0001658059087898905,0.00039736567595612544,0.00020571554369087228,0.0082794853374831,0.001675216361192424,0.0,1.0,1.0,2.794731625702527,0
0.3116943086928079,0.0001656704025564762,0.00039660850516063734,0.00020769923410186115,0.00827610483756791,0.0016732813691595204,0.0,1.0,1.0,2.794731625702527,0
0.3166418374022176,0.00016553489632306192,0.00039585133436515954,0.00020968292451284447,0.00827272433765272,0.0016713463771266168,0.0,1.0,1.0,2.794731625702527,0
0.3215893661116273,0.00016539939008964526,0.00039509416356967145,0.00021166661492383337,0.00826934383773753,0.0016694113850937132,0.0,1.0,1.0,2.794731625702527,0
0.3265368948210369,0.00016526388385623098,0.00039433699277418335,0.00021365030533482227,0.008265963337822342,0.0016674763930608094,0.0,1.0,1.0,2.794731625702527,0
0.3314844235304466,0.00016512837762281668,0.00039357982197870555,0.0002156339957458056,0.008262582837907153,0.0016655414010279055,0.0,1.0,1.0,2.794731625702527,0
0.3364319522398562,0.0001649928713894024,0.00039282265118321746,0.00021761768615679447,0.008259202337991964,0.001663606408995002,0.0,1.0,1.0,2.794731625702527,0
0.3413794809492659,0.00016485736515598813,0.0003920654803877294,0.00021960137656778337,0.008255821838076775,0.0016598524928872129,0.0,1.0,1.0,2.794731625702527,0
0.3463270096586755,0.00016472185892257382,0.0003913083095922516,0.0002215850669787667,0.008252441338161587,0.0016526828065690222,0.0,1.0,1.0,2.794731625702527,0
0.3512745383680852,0.00016458635268915955,0.0003905511387967635,0.0002235687573897556,0.008248895177681657,0.0016455131202508316,0.0,1.0,1.0,2.794731625702527,0
0.3562220670774948,0.00016445084645574524,0.0003897939680012754,0.0002255524478007445,0.008245315824830275,0.001638343433932665,0.0,1.0,1.0,2.794731625702527,0
0.3611695957869045,0.00016431534022232858,0.0003890367972057977,0.00022753613821172781,0.008241736471978893,0.001631173747614474,0.0,1.0,1.0,2.794731625702527,0
