r (A),g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Li-F,Average_SCL,SCL_BC
0.5395710065282642,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5447097780190095,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5498485495097548,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5549873210005002,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5601260924912456,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5652648639819909,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5704036354727363,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5755424069634817,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5806811784542271,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5858199499449724,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5909587214357178,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.5960974929264632,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6012362644172086,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6063750359079539,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6115138073986993,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6166525788894447,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6217913503801901,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6269301218709354,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6320688933616808,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6372076648524262,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6423464363431716,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6474852078339169,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6526239793246623,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6577627508154077,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6629015223061531,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6680402937968984,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6731790652876438,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6783178367783892,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6834566082691346,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6885953797598799,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6937341512506253,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.6988729227413707,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7040116942321161,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7091504657228614,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7142892372136068,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7194280087043522,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7245667801950976,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.729705551685843,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7348443231765883,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7399830946673337,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7451218661580791,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7502606376488244,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7553994091395698,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7605381806303152,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7656769521210606,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7708157236118058,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7759544951025512,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7810932665932966,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.786232038084042,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7913708095747873,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.7965095810655327,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8016483525562781,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8067871240470235,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8119258955377688,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
