r (A),g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_Na-Cl,g(r)_weighted_Na-Na,S_i_Ca-Cl,S_i_K-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
12.321702904697348,0.06531139891924057,0.16971581194803115,0.018105643239957486,0.0007580743645549799,0.13505366037934746,0.03978348572914524,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.329157050435215,0.0652319855849863,0.16967526393970306,0.018109891127183437,0.0007584660765382951,0.13516976407095305,0.03974000908121938,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.336611196173086,0.06514029978427255,0.1696347159313749,0.01811413901440939,0.00075885778852161,0.1352858677625586,0.03969653243329351,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.344065341910955,0.0650486139835588,0.16959416792304677,0.018118386901635346,0.0007592495005049252,0.13540197145416416,0.039653055785367645,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.351519487648824,0.06495692818284504,0.1695536199147186,0.018122634788861298,0.0007596412124882401,0.13551807514576972,0.03960876325029639,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.358973633386691,0.0648652423821313,0.16951307190639045,0.018126882676087253,0.0007600329244715554,0.13563045193998938,0.03956064333423452,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.366427779124562,0.06477355658141755,0.16947252389806236,0.018131130563313204,0.0007604246364548705,0.13573739451697922,0.03951252341817264,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.373881924862433,0.06468187078070381,0.16943197588973422,0.01813537845053916,0.0007604535664541234,0.13584433709396906,0.03946440350211077,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.3813360706003,0.06459018497999004,0.16939142788140607,0.01813962633776511,0.0007604677595847791,0.13595127967095896,0.0394162835860489,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.388790216338167,0.0644984991792763,0.1693508798730779,0.018143874224991065,0.0007604819527154351,0.13605822224794883,0.039368163669987036,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.396244362076038,0.06440681337856256,0.16931033186474975,0.01815342720398321,0.000760496145846091,0.13616516482493868,0.03932004375392516,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
