r (A),g(r)_weighted_Na-F,g(r)_weighted_Na-Na,g(r)_weighted_F-F,S_i_Na-F,Average_SCL,lambda_BC
1.522367335320153,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5287370731248398,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5351068109295265,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5414765487342135,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5478462865389002,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.554216024343587,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.560585762148274,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5669554999529607,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5733252377576477,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5796949755623344,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5860647133670212,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5924344511717081,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5988041889763949,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6051739267810816,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6115436645857686,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6179134023904553,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6242831401951423,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.630652877999829,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6370226158045158,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6433923536092028,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6497620914138895,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6561318292185765,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6625015670232632,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.66887130482795,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.675241042632637,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.6816107804373237,0.0005046646185381228,0.0,0.0,1.0,3.883435398016441,5.22361
1.6879805182420105,0.001868764417086835,0.0,0.0,1.0,3.883435398016441,5.22361
1.6943502560466974,0.003232864215635595,0.0,0.0,1.0,3.883435398016441,5.22361
1.7007199938513842,0.004596964014184307,0.0,0.0,1.0,3.883435398016441,5.22361
1.7070897316560711,0.005961063812733067,0.0,0.0,1.0,3.883435398016441,5.22361
1.713459469460758,0.0073251636112817795,0.0,0.0,1.0,3.883435398016441,5.22361
1.7198292072654446,0.008689263409830492,0.0,0.0,1.0,3.883435398016441,5.22361
1.7261989450701316,0.010053363208379252,0.0,0.0,1.0,3.883435398016441,5.22361
1.7325686828748184,0.011489855871462376,0.0,0.0,1.0,3.883435398016441,5.22361
1.738938420679505,0.013404375661745516,0.0,0.0,1.0,3.883435398016441,5.22361
