r (A),g(r)_weighted_Be-Be,g(r)_weighted_Be-F,g(r)_weighted_Be-Li,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
1.0933513505787893,0.0,0.006506347503918533,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0982986417578788,0.0,0.006824927697412283,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1032459329369684,0.0,0.007143507890906049,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.108193224116058,0.0,0.0074620880843998165,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1131405152951477,0.0,0.007780668277893567,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1180878064742372,0.0,0.008099248471387332,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1230350976533268,0.0,0.008417828664881083,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1279823888324163,0.0,0.008736408858374832,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1329296800115058,0.0,0.009054989051868599,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1378769711905954,0.0,0.00937356924536235,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.142824262369685,0.0,0.0096921494388561,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1477715535487745,0.0,0.010010729632349866,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.152718844727864,0.0,0.010329309825843616,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1576661359069536,0.0,0.010647890019337367,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.162613427086043,0.0,0.010966470212831134,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1675607182651326,0.0,0.011285050406324883,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1725080094442222,0.0,0.011603630599818632,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1774553006233115,0.0,0.0119222107933124,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1824025918024013,0.0,0.012240790986806149,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1873498829814908,0.0,0.0125593711802999,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.1922971741605803,0.0,0.012877951373793665,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.19724446533967,0.0,0.013196531567287416,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.2021917565187594,0.0,0.013515111760781165,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.207139047697849,0.0,0.013833691954274934,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.2120863388769385,0.0,0.014152272147768683,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.217033630056028,0.0,0.014470852341262434,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.2219809212351176,0.0,0.0147894325347562,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
