r (A),g(r)_weighted_Cl-Cl,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_K-U,g(r)_weighted_U-Cl,g(r)_weighted_U-U,S_i_K-Cl,S_i_U-Cl,Average_SCL,SCL_BC
0.8253527262761381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8292643505712857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8331759748664332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8370875991615808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8409992234567284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.844910847751876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8488224720470235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8527340963421711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8566457206373187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8605573449324663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8644689692276138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8683805935227614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.872292217817909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8762038421130565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.880115466408204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8840270907033516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8879387149984992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8918503392936468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
