U-Cl,,U-U,,K-U,,K-Cl,,K-K,,Cl-Cl,
2.516457903,1.806600942,4.501841838,1.963877311,3.985390259,0.444536734,2.681853075,0.568403757,3.587830073,0.238884602,3.07802782,0.640552713
2.52249999,1.942337926,4.531814562,1.988551406,4.012061193,0.483072927,2.688482878,0.604966567,3.638685356,0.273168053,3.089649561,0.683613241
2.527521255,2.086692144,4.590142864,2.003011867,4.040769489,0.524025005,2.700084293,0.669632591,3.677220506,0.306150847,3.103936406,0.728504735
2.534574832,2.234925868,4.694695849,1.877181124,4.061883978,0.564405007,2.710034687,0.719243038,3.711049922,0.346026252,3.11655325,0.776219199
2.537576163,2.347392247,4.72556684,1.782799761,4.077627238,0.601628375,2.719979677,0.77382437,3.738728535,0.377056034,3.129843442,0.817883272
2.544641358,2.469341226,4.742303632,1.744203617,4.095645993,0.63685505,2.728259359,0.826494291,3.778745807,0.420261004,3.141130909,0.861760903
2.54763869,2.590856451,4.769049755,1.702532453,4.11541106,0.67920756,2.736539248,0.878973024,3.81125984,0.456121754,3.154416634,0.907535868
2.554362278,2.718694124,4.805768034,1.680587549,4.13041346,0.718393012,2.745384597,0.922561364,3.841439532,0.493030562,3.167149001,0.951206848
2.557705978,2.823548218,4.842475844,1.665063335,4.142320127,0.756195083,2.751438186,0.977908539,3.894033661,0.550452455,3.179325164,0.995392373
2.562312534,2.94743451,4.867490428,1.66273941,4.155417461,0.794612042,2.759728051,1.021210254,3.929811007,0.585087493,3.190944295,1.040854929
2.566087767,3.034693923,4.999483375,1.607498481,4.170049431,0.838654437,2.766337748,1.07627049,3.965493075,0.613604025,3.203806699,1.092691836
2.571855195,3.134419987,5.159633167,1.447991413,4.184125757,0.885352698,2.775171875,1.130182976,4.002175574,0.638475821,3.216171486,1.142262922
2.576168387,3.237222869,5.179664801,1.43388598,4.200758048,0.932968973,2.782884435,1.193272791,4.037190687,0.667336491,3.229121203,1.190449611
2.579022445,3.35418279,5.258186973,1.338810545,4.217464424,0.977599348,2.791168844,1.241593188,4.06720364,0.709063231,3.242077634,1.232458015
2.585099947,3.482840767,5.291563752,1.320991372,4.233392899,1.015683976,2.797774333,1.300524979,4.092214435,0.750544158,3.257362235,1.279562521
2.590416571,3.598109605,5.345184538,1.272440728,4.247839654,1.056640057,2.806060769,1.346981294,4.115557844,0.78849767,3.272318818,1.321725874
2.592925299,3.674595689,5.375069363,1.237397289,4.265435062,1.100389731,2.812668596,1.403762221,4.137233866,0.833669888,3.285611826,1.360797899
2.596260879,3.797822773,5.405145819,1.198449131,4.279484929,1.140055324,2.821498982,1.461116089,4.157242502,0.876072613,3.29891176,1.393497405
2.601290423,3.923444921,5.435226629,1.156830906,4.299011862,1.178931895,2.829214659,1.521338086,4.172248979,0.903357845,3.308876115,1.42777168
2.604390277,4.032146144,5.461968379,1.117841555,4.320860596,1.220268703,2.838053773,1.570662063,4.192257615,0.944654413,3.323834822,1.467980544
2.610806511,4.124896226,5.493703868,1.084017267,4.343364196,1.260098033,2.845766957,1.633178315,4.226272295,0.975512126,3.340457721,1.510712044
2.611318192,4.245547911,5.530439969,1.05114153,4.364524989,1.299305681,2.854055886,1.677340375,4.26228784,0.978703224,3.357079946,1.554063339
2.616763212,4.389902427,5.563839637,1.019283839,4.38092973,1.340589332,2.863996149,1.736271231,4.297302953,0.995644203,3.373703257,1.596416075
2.621552655,4.526117306,5.593918153,0.979072423,4.398974945,1.382938907,2.87360948,1.789179762,4.328983293,1.030880117,3.388661384,1.637157832
2.626379303,4.684682303,5.623987047,0.94476259,4.418338312,1.423667405,2.880562007,1.835636451,4.362331019,1.065207019,3.406954867,1.676530463
2.632804977,4.847383299,5.655735114,0.90322318,4.435277049,1.465040392,2.891683521,1.903526856,4.399013518,1.083508907,3.43024947,1.715607368
2.638825434,5.013796072,5.689142695,0.866512561,4.452316812,1.505804343,2.9010069,1.945611507,4.432778091,1.096433638,3.453542209,1.756400072
2.639708859,5.206469471,5.7242206,0.828000081,4.467874857,1.54350627,2.908242819,2.008926785,4.469043744,1.119400074,3.478503725,1.795496887
2.641859061,5.135372879,5.76095522,0.796032636,4.483327064,1.58345037,2.918670113,2.058072785,4.509061016,1.149833698,3.510143841,1.824592872
2.64639753,5.413305011,5.794356775,0.763017746,4.500472664,1.623311965,2.929107264,2.098151017,4.542408742,1.185551057,3.546788141,1.850574224
2.649557445,5.294810393,5.826101333,0.723630248,4.525476665,1.676189458,2.942398265,2.142393613,4.572421696,1.222450305,3.583447863,1.862364959
2.655959169,5.511700008,5.856180739,0.682873335,4.560482265,1.70660741,2.957111775,2.192781132,4.605769422,1.25855004,3.610114816,1.86602739
2.662267616,5.665699029,5.887923344,0.644683762,4.597988265,1.736547023,2.968499221,2.235156083,4.642451921,1.276747644,3.677386013,1.845117845
2.6660957,5.770348275,5.924658986,0.612089908,4.620075132,1.776807126,2.980125948,2.276535424,4.680616542,1.292616232,3.729584779,1.809203143
2.666539725,5.861452648,5.961384414,0.585760142,4.639661599,1.817713913,2.996507045,2.326738116,4.71581692,1.30062874,3.773090255,1.77328844
2.671580987,5.960562634,5.998063627,0.587775374,4.656688133,1.857544781,3.020046209,2.36578504,4.752499419,1.302036577,3.826964698,1.729327911
2.681445852,6.103381334,6.034414623,0.586564788,4.672404933,1.893715443,3.050017885,2.403760874,4.789181918,1.316114953,3.860353878,1.682843202
2.692052391,6.211728747,6.071475977,0.558732946,4.695503867,1.9350519,3.085009238,2.425619471,4.825864417,1.337701795,3.903665225,1.611672278
2.706630487,6.343607326,6.108225358,0.517712403,4.7221748,1.970358176,3.12172113,2.398578695,4.862546916,1.350528759,3.956222725,1.554702812
2.719059833,6.467208427,6.144951041,0.491226035,4.748845734,2.009109696,3.15843751,2.367408262,4.899229415,1.349277348,3.980555978,1.51453084
2.730637269,6.570324194,6.181663447,0.472882981,4.786073912,2.046422734,3.195157086,2.333297011,4.925907596,1.349590201,4.003929928,1.480589624
2.743727029,6.675903296,6.218360704,0.463831658,4.817190001,2.05262588,3.228540038,2.300890006,4.969565217,1.39091419,4.034451263,1.44353303
2.762335974,6.758038262,6.255053535,0.457494773,4.853862535,2.053085391,3.251926179,2.261575233,5.047826087,1.39988783,4.074036067,1.393222418
2.789916696,6.67521757,6.29175343,0.446825227,4.890535069,2.044775186,3.26863867,2.226038291,5.126086957,1.36399327,4.105752285,1.352285267
2.804727824,6.584226504,6.32845741,0.433650045,4.927207602,2.03176692,3.285357173,2.184969647,5.239130435,1.33707235,4.127457591,1.319918136
2.821779222,6.49228801,6.365152454,0.425955941,4.960546269,2.009624471,3.303747839,2.139506401,5.406855918,1.324162222,4.168182712,1.27211349
2.840902451,6.369603351,6.401834221,0.426405151,5.013854931,1.986229421,3.320465036,2.099639054,5.450578492,1.32951548,4.202562418,1.234495308
2.849863023,6.229998825,6.438521094,0.423722317,5.080565471,2.022171141,3.335517341,2.057477921,5.502406417,1.330447521,4.237277193,1.195327636
2.85541803,6.125510061,6.4752335,0.405379264,5.117238004,2.024040071,3.350571047,2.014026269,5.529501445,1.315176394,4.274325038,1.156746892
2.86352033,6.010250645,6.511951779,0.383434359,5.153910538,2.020114724,3.363947081,1.980038884,5.582857807,1.277321207,4.311036293,1.121113832
2.872987695,5.874524553,6.5486481,0.374957244,5.190583072,2.010551703,3.377326387,1.94304029,5.666227123,1.203331524,4.347744316,1.088454541
2.882050032,5.739037564,6.585340079,0.369142366,5.227255606,1.994098192,3.392375325,1.9039764,5.821294051,1.18096255,4.384450355,1.057621249
2.888458648,5.605532209,6.615351675,0.369975641,5.263928139,1.977644681,3.409096325,1.860610315,5.908695652,1.121704992,4.421153049,1.029866069
2.896853859,5.481945732,6.726670767,0.408194733,5.300600673,1.953726472,3.42748546,1.816555486,6.092744544,1.018357315,4.457853929,1.003780373
2.900666071,5.379011763,6.761982132,0.431026278,5.337273207,1.921403952,3.444203749,1.775684403,6.163108247,0.986142168,4.494549877,0.982233589
2.908171324,5.272326791,6.798637038,0.447950039,5.37394574,1.885218583,3.459248852,1.740147929,6.291304348,0.969153113,4.529580972,0.958772114
2.913755197,5.166444811,6.835293272,0.464059469,5.405617474,1.857549853,3.475963493,1.702632193,6.376533696,0.885433988,4.567940979,0.939870419
2.919448439,5.068778689,6.871952314,0.478446274,5.439826134,1.806435493,3.494347392,1.663395298,6.465217391,0.816601234,4.60463052,0.924219002
2.928457767,4.955828291,6.918631003,0.483431331,5.467294008,1.753803253,3.512727175,1.627943923,6.608856191,0.761305301,4.639653639,0.908098042
2.938207318,4.811689634,6.955269619,0.510346312,5.498965742,1.720575151,3.542314989,1.580788712,6.646650281,0.755326336,4.67800949,0.89302051
2.948432681,4.686736514,6.99190546,0.538963037,5.518968942,1.694084213,3.566175146,1.543664272,6.676663234,0.75152741,4.714692065,0.883779652
2.95594512,4.563792345,7.02858515,0.540685945,5.563976142,1.633349131,3.584550868,1.511949255,6.752173913,0.744812114,4.75137457,0.874604009
2.965484476,4.456936442,7.065273045,0.537376702,5.663992143,1.560970904,3.624485974,1.434753784,6.847826087,0.744812114,4.788058329,0.864274073
2.968920863,4.352087108,7.101943067,0.545029613,5.700664677,1.526508156,3.668061788,1.345005165,6.917391304,0.735838474,4.824742088,0.853944138
2.977443904,4.243650533,7.138601343,0.559886225,5.737337211,1.495803858,3.722536432,1.22833257,6.995652174,0.673022995,4.861415472,0.853161567
2.987327406,4.125160637,7.175253491,0.57850129,5.774009745,1.462750529,3.816161031,1.093701716,7.071833793,0.677488563,4.898087155,0.853944138
2.992794645,4.027494356,7.211909214,0.594923924,5.804014545,1.436472111,3.955418309,0.977005345,7.169565217,0.681996635,4.934754246,0.858952591
3.000978237,3.920062971,7.245232857,0.609695408,5.857104048,1.37509993,4.078145624,0.853818861,7.296375151,0.682535922,4.966418645,0.865702265
3.008146181,3.809542773,7.28524364,0.613674995,5.919366333,1.305606542,4.113850418,0.832910283,7.330278673,0.675079597,5.004193504,0.873951866
3.014968644,3.713672851,7.321901406,0.628844811,5.95070468,1.276187878,4.150548401,0.81866519,7.366961172,0.661470501,5.046067892,0.893463967
3.021794917,3.609184979,7.34189423,0.638542913,5.98571028,1.238036502,4.187245704,0.805045803,7.40253208,0.651563496,5.075836715,0.906089443
3.029179849,3.519060753,7.440152431,0.710665629,6.020715881,1.200686033,4.223939606,0.794554945,7.44032617,0.656464856,5.108048814,0.920149633
3.036000567,3.427140724,7.475119038,0.740416046,6.045719881,1.178872178,4.260633338,0.784220513,7.477008669,0.666006866,5.164924015,0.938271605
3.045656161,3.312959643,7.511755611,0.768583845,6.083129584,1.123492399,4.297330471,0.770757552,7.513320638,0.679859292,5.243124596,0.974186308
3.052471483,3.233248376,7.548393461,0.795968633,6.117902744,1.087547768,4.322352708,0.760230861,7.550373667,0.695258602,5.312631888,1.01010101
3.063871419,2.895439538,7.588394173,0.806125307,6.161369193,1.060584414,4.381768753,0.734597507,7.573717076,0.704904896,5.38216845,1.019079686
3.090500003,2.648267227,7.625079514,0.804382086,6.217414016,1.029934573,4.464125604,0.718777216,7.631519802,0.734156631,5.486468415,1.037037037
3.110496272,2.406708236,7.656726148,0.825055364,6.25408655,1.005494358,4.500813385,0.71391771,7.710442754,0.738745139,5.608203743,1.01010101
3.134897531,2.198860203,7.685008508,0.863822417,6.290759084,0.981054142,4.537500996,0.70921463,7.747125253,0.741404387,5.721275052,0.956228956
3.170375824,1.929222196,7.71828727,0.906121087,6.327431617,0.954108293,4.574189287,0.703885844,7.783807752,0.744532915,5.89519939,0.902356902
3.205844185,1.682056092,7.754938397,0.92536256,6.364104151,0.922777587,4.610878429,0.697774927,7.820490251,0.754074925,6.086481038,0.875420875
3.241322478,1.412418085,7.791592588,0.942724808,6.400776685,0.898180769,4.64756468,0.694323258,7.857172751,0.770186843,6.190810273,0.8664422
3.294490256,1.120320591,7.824881534,0.978776789,6.437449218,0.872331135,4.68424906,0.692592281,7.894855681,0.785547915,6.285797094,0.865056644
3.338818257,0.828216889,7.84318816,1.000012189,6.474121752,0.840687224,4.72093055,0.693520552,7.930537749,0.798343594,6.373354725,0.879910213
3.45385702,0.553016775,7.874788969,1.048791646,6.509544086,0.80407155,4.75761034,0.696013089,7.963885475,0.806043249,6.46161678,0.903506959
3.546731781,0.423868513,7.911446037,1.064389508,6.54746682,0.790553976,4.79429285,0.696002802,,,6.537280089,0.917739315
3.657268714,0.334058497,7.936442513,1.073171289,6.584139353,0.791796497,4.83097434,0.696931074,,,6.574945741,0.924219002
3.772215602,0.266723488,7.974737104,1.107085452,6.620811887,0.791316395,4.867649709,0.703490698,,,6.606609035,0.931986018
3.887132694,0.266804188,,,6.657484421,0.786608038,4.904326609,0.708642483,,,6.646607718,0.939087848
3.99763238,0.261263809,,,6.694156954,0.786127937,4.941007759,0.709883608,,,6.718272246,0.951608982
4.116966877,0.266965589,,,6.730829488,0.790345897,4.977690439,0.709716895,,,6.756792657,0.955539227
4.279277182,0.282069688,,,6.767502022,0.788926183,5.014369209,0.71314799,,,6.79160263,0.965121372
4.316563857,0.290713824,,,6.804174556,0.776231121,5.051040667,0.723305422,,,6.828262124,0.977120792
4.353848629,0.303666935,,,6.840847089,0.765258682,5.087716036,0.729865046,,,6.864928365,0.982911817
4.391134092,0.315053146,,,6.877519623,0.761959743,5.124390045,0.737676081,,,6.901595627,0.987763756
4.428420422,0.324480732,,,6.914192157,0.761323039,5.161065584,0.744079278,,,6.937927239,0.994697334
4.465704327,0.339392467,,,6.950864691,0.761312744,5.197734662,0.75642668,,,6.974262083,0.998657143
4.502987713,0.355479378,,,6.987537224,0.761302448,5.23440408,0.768461229,,,7.009931838,1.001067461
4.540271792,0.369999388,,,7.024209758,0.766303418,5.271076559,0.777680102,,,7.041603571,1.001067461
4.577556044,0.384127674,,,7.060882292,0.77521944,5.297745294,0.786369931,,,7.098274543,1.005449858
4.61483891,0.401389759,,,7.097554825,0.775209145,5.354421926,0.799712852,,,7.133988615,1.010905495
4.652124201,0.413167695,,,7.134227359,0.76689894,5.391096513,0.806992037,,,7.181244318,1.011397396
4.689408972,0.426120806,,,7.170899893,0.763756604,5.435265618,0.822293795,,,7.218287282,1.011397396
4.726693051,0.440640817,,,7.207572427,0.772202819,5.467767845,0.833156314,,,7.247180793,1.011397396
4.763976956,0.455552552,,,7.24424496,0.780962239,5.504436923,0.845503716,,,7.314969416,1.011397396
4.801260169,0.472031188,,,7.280917494,0.791444281,5.541106001,0.857851118,,,7.349561557,1.008384499
4.838543382,0.488509823,,,7.317590028,0.801143313,5.577776269,0.869103535,,,7.477261065,1.01010101
4.875826076,0.506163634,,,7.354262562,0.800193405,5.604447589,0.875415682,,,7.625037236,1.019079686
4.913109289,0.522642269,,,7.390935095,0.796268058,5.654038366,0.888263936,,,7.738040247,1.028058361
4.950393194,0.537554005,,,7.427607629,0.799546406,5.693114788,0.910148762,,,7.877123128,1.037037037
4.987674329,0.558733339,,,7.464280163,0.80486058,5.730553779,0.930040914,,,7.972749317,1.037037037
5.024955984,0.5787375,,,7.500952696,0.810801162,5.76444215,0.943979431,,,,
5.062234176,0.606576159,,,7.53762523,0.817524755,5.787776724,0.95210706,,,,
5.099515311,0.627755494,,,7.574297764,0.824561552,5.885843926,0.985437643,,,,
5.136795581,0.650893453,,,7.610970298,0.832224757,5.990143014,1.030276595,,,,
5.174073773,0.678732113,,,7.647642831,0.837225728,6.137891115,1.102024282,,,,
5.21135283,0.704612147,,,7.684315365,0.835023003,6.303028086,1.176010503,,,,
5.248629984,0.734801156,,,7.720987899,0.838614555,6.454444496,1.215923166,,,,
5.285906098,0.767340515,,,7.757660432,0.860841751,6.5003919,1.214408091,,,,
5.323182905,0.798312974,,,7.794332966,0.875082243,6.572537301,1.227533355,,,,
5.360461097,0.826151633,,,7.819336966,0.883375132,6.65785697,1.223888563,,,,
5.397738077,0.856732367,,,,,6.694533699,1.229196775,,,,
5.435015749,0.885746201,,,,,6.72288772,1.221419646,,,,
5.472293422,0.914760035,,,,,6.807339489,1.20952023,,,,
5.509570575,0.944949044,,,,,6.884649463,1.198171036,,,,
5.546849286,0.971612529,,,,,6.908000077,1.191542437,,,,
5.584128344,0.997492563,,,,,6.957655515,1.187513569,,,,
5.621409998,1.017496723,,,,,6.994708556,1.187503178,,,,
5.658687844,1.046118832,,,,,7.031392937,1.1857722,,,,
5.695964131,1.078266466,,,,,7.068079527,1.182007679,,,,
5.733240592,1.110022375,,,,,7.103101792,1.175427949,,,,
5.770518784,1.137861034,,,,,7.186492876,1.155401539,,,,
5.807797668,1.164132793,,,,,7.241533496,1.139880338,,,,
5.845082613,1.176694179,,,,,7.278224485,1.132069587,,,,
5.882365999,1.19278109,,,,,7.314910248,1.129066341,,,,
5.919649212,1.209259725,,,,,7.334922801,1.125462922,,,,
5.956933463,1.223388011,,,,,7.616210959,1.047767883,,,,
5.994221005,1.230073522,,,,,7.746675043,1.020810377,,,,
6.031509931,1.233625234,,,,,7.877139127,0.993852872,,,,
6.06880007,1.234434871,,,,,7.972810838,0.975878763,,,,
6.106095056,1.224276209,,,,,,,,,,
6.143388484,1.217643072,,,,,,,,,,
6.180683297,1.207876135,,,,,,,,,,
6.211197552,1.199167691,,,,,,,,,,
6.264620316,1.201058042,,,,,,,,,,
6.361862821,1.189890375,,,,,,,,,,
6.485629621,1.16750538,,,,,,,,,,
6.591726801,1.122636066,,,,,,,,,,
6.671299686,1.088984081,,,,,,,,,,
6.736700907,1.094274599,,,,,,,,,,
6.773994682,1.086858012,,,,,,,,,,
6.811288976,1.07826625,,,,,,,,,,
6.848584828,1.066148963,,,,,,,,,,
6.88588016,1.055206851,,,,,,,,,,
6.923172723,1.050532339,,,,,,,,,,
6.960468055,1.039590227,,,,,,,,,,
6.997763042,1.029431565,,,,,,,,,,
7.035058374,1.018489454,,,,,,,,,,
7.072349551,1.016948741,,,,,,,,,,
7.109643845,1.008356979,,,,,,,,,,
7.146934676,1.007599716,,,,,,,,,,
7.184228277,1.000574854,,,,,,,,,,
7.221519974,0.997858967,,,,,,,,,,
7.258813229,0.991617554,,,,,,,,,,
7.296105965,0.986551317,,,,,,,,,,
7.333398181,0.982660255,,,,,,,,,,
7.370689704,0.980336092,,,,,,,,,,
7.40797915,0.982712629,,,,,,,,,,
7.445270847,0.979996741,,,,,,,,,,
7.482562024,0.978456029,,,,,,,,,,
7.519852509,0.978482216,,,,,,,,,,
7.557142994,0.978508403,,,,,,,,,,
7.594434517,0.97618424,,,,,,,,,,
7.631725002,0.976210427,,,,,,,,,,
7.669016352,0.97427799,,,,,,,,,,
7.706306837,0.974304177,,,,,,,,,,
7.743598361,0.971980014,,,,,,,,,,
7.777499455,0.970523971,,,,,,,,,,
7.848690419,0.970486914,,,,,,,,,,
7.87919854,0.975656725,,,,,,,,,,
