U-Cl,,U-U,,K-U,,K-Cl,,K-K,,Cl-Cl,
5.092871137,0.320246639,,,,,6.851242217,1.252929642,,,7.595106061,0.926879743
5.130152618,0.340642524,,,,,6.904605226,1.246814048,,,7.631769921,0.934861965
5.167434792,0.35947151,,,,,6.934620108,1.245040247,,,7.668438117,0.938853077
5.204717313,0.377517045,,,,,6.977979598,1.23819002,,,7.705103933,0.945035387
5.241998448,0.39869638,,,,,7.014666529,1.234112646,,,7.733768554,0.95113944
5.279277332,0.424968139,,,,,7.052604659,1.229428769,,,7.851092043,0.992143659
5.316554832,0.454373698,,,,,7.08937629,1.224127334,,,7.98146212,1.019079686
5.353832851,0.482604082,,,,,7.124728343,1.220941965,,,,
5.391110869,0.510834467,,,,,7.161415444,1.216708164,,,,
5.428388542,0.539848301,,,,,7.198109686,1.205904453,,,,
5.465666387,0.56847041,,,,,7.228127215,1.20169487,,,,
5.502943021,0.599834594,,,,,7.271491029,1.190866941,,,,
5.540220521,0.629240153,,,,,7.30817694,1.187728126,,,,
5.577498193,0.658253987,,,,,7.344870672,1.177393694,,,,
5.614776904,0.684917471,,,,,7.381570185,1.161740763,,,,
5.65205475,0.713539581,,,,,7.418265958,1.149529214,,,,
5.689327575,0.753521714,,,,,7.448291211,1.138213401,,,,
5.726600919,0.792328672,,,,,7.494992957,1.124479475,,,,
5.762181699,0.825571945,,,,,7.525015053,1.116068724,,,,
5.794373405,0.856619178,,,,,7.577274832,1.102261234,,,,
5.872317756,0.916999577,,,,,7.615079324,1.092691242,,,,
6.105529175,1.144766545,,,,,7.650103799,1.084077969,,,,
6.333194939,1.29925518,,,,,7.790133809,1.03874547,,,,
6.370478845,1.314166916,,,,,7.99018264,0.993821172,,,,
6.407761711,1.331429001,,,,,,,,,,
6.445045963,1.345557287,,,,,,,,,,
6.482335236,1.348325548,,,,,,,,,,
6.519625721,1.348351736,,,,,,,,,,
6.556914128,1.353078622,,,,,,,,,,
6.594203227,1.356238609,,,,,,,,,,
6.63149527,1.352739272,,,,,,,,,,
6.668785755,1.352765459,,,,,,,,,,
6.706076932,1.351224746,,,,,,,,,,
6.743370533,1.344199884,,,,,,,,,,
6.780664308,1.336783297,,,,,,,,,,
6.817961372,1.321923936,,,,,,,,,,
6.855257916,1.308239749,,,,,,,,,,
6.892554461,1.294555563,,,,,,,,,,
6.929848928,1.285572076,,,,,,,,,,
6.967144607,1.273846514,,,,,,,,,,
7.004440632,1.261337503,,,,,,,,,,
7.041733714,1.255487815,,,,,,,,,,
7.079030258,1.241803629,,,,,,,,,,
7.116326803,1.228119442,,,,,,,,,,
7.153625425,1.209734556,,,,,,,,,,
7.190917295,1.206626944,,,,,,,,,,
7.228209511,1.202735881,,,,,,,,,,
7.265503978,1.193752395,,,,,,,,,,
7.302801215,1.178501308,,,,,,,,,,
7.340098452,1.163250222,,,,,,,,,,
7.372309411,1.150737639,,,,,,,,,,
7.581821472,1.033443717,,,,,,,,,,
