Na-F,,Na-Na,,F-F,
2.915496257065744,0.663293563116806,9.07358557824515,1.0446448298718511,8.669776442430107,0.96981246401264
3.0080358506900247,0.5795204865714139,9.325966288129552,1.0693585211371328,8.854855629678669,1.0016118989274094
3.108988134643785,0.51995415377817,9.527870856037074,1.0617543084401229,9.03993481692723,1.031337457652084
3.201527728268066,0.4895373029901302,9.788664256250955,1.0465458830461039,9.225014004175792,1.0544957417747955
3.310892702551307,0.47116045563902365,10.053664001629578,1.0218321917808213,9.410093191424352,1.0638281846302169
3.4118449865050673,0.4679920336819352,10.262579144811665,0.9983858692983736,9.595172378672913,1.0631368925668516
3.5127972704588277,0.48003203711886844,10.528981005245202,0.9730384936416749,9.780251565921475,1.057260910028253
3.613749554412589,0.5034783596013153,11.112821714111119,0.9705037560760044,9.965330753170036,1.038941670349094
3.7147018383663495,0.5332615259979372,11.395488109181647,0.9781079687730143,10.150409940418598,1.0185485544798398
3.815654122320111,0.5763520646143263,11.71517034170189,1.0009206068640442,10.33548912766716,0.9991923767056328
3.9166064062738712,0.6308489222762308,11.978767972025597,1.0186637698237346,10.520568314915721,0.9822557211532015
4.017558690227632,0.6942173614179792,12.110566787187453,1.023733244955074,10.705647502164283,0.9673929417908642
4.118510974181393,0.767724750822409,12.344981412639406,1.03024193548387,10.890726689412844,0.9628995433789953
4.211050567805674,0.8435134040359396,12.459479553903344,1.03024193548387,11.075805876661406,0.961171313220583
4.303590161429954,0.929314270633868,12.782156133828996,1.020833333333333,11.260885063909967,0.9646277735374067
4.438193206701635,1.053516411351696,,,11.445964251158529,0.9743058624245098
4.539145490655396,1.1428659105415617,,,11.63104343840709,0.987094765596753
4.640097774609156,1.220175406294496,,,11.81612262565565,0.9998836687689971
4.741050058562918,1.2822764766534096,,,12.001201812904212,1.0102530497194655
4.842002342516678,1.3240996464869639,,,12.186281000152773,1.0192398465432042
4.9429546264704385,1.3431101782294883,,,12.371360187401335,1.0271897052718968
5.0439069104242,1.3367733343153132,,,12.556439374649896,1.0278809973352612
5.14485919437796,1.3120596430500315,,,12.733105871568977,1.025254087494476
5.245811478331722,1.2759396327392345,,,,
5.346763762285482,1.2258785658172533,,,,
5.447716046239242,1.169480654981096,,,,
5.548668330193004,1.1181522192762792,,,,
5.649620614146764,1.0623879928315407,,,,
5.742160207771045,1.014608189718662,,,,
5.885175943372206,0.9540279618991505,,,,
5.986128227325967,0.9191753203711883,,,,
6.088763049345624,0.8906595227574012,,,,
6.188032795233489,0.8684805690577893,,,,
6.288985079187249,0.8545395124466042,,,,
6.38993736314101,0.8437668777925076,,,,
6.49088964709477,0.841232140226837,,,,
6.583429240719051,0.841232140226837,,,,
6.6927942150022925,0.8532721436637694,,,,
6.785333808626573,0.8640447783178669,,,,
6.894698782909813,0.8836889944518092,,,,
6.995651066863575,0.906501632542839,,,,
7.096603350817334,0.9324826925909555,,,,
7.197555634771096,0.958463752639072,,,,
7.273269847736417,0.9793753375558492,,,,
7.416285583337578,1.0211985073894034,,,,
7.512190253093651,1.0465458830461039,,,,
7.6181901512450985,1.068724836745715,,,,
7.71914243519886,1.0883690528796581,,,,
7.821777257218518,1.0982545293857706,,,,
7.921047003106381,1.1061122158393477,,,,
8.021999287060142,1.1061122158393477,,,,
8.106126190354942,1.1035774782736771,,,,
8.223903854967663,1.0921711592281627,,,,
8.324856138921424,1.0807648401826482,,,,
8.425808422875185,1.0661900991800461,,,,
8.526760706828945,1.0509816737860262,,,,
8.627712990782706,1.030703773260666,,,,
8.720252584406987,1.016129032258064,,,,
8.91374446198503,0.9838111282957724,,,,
9.014696745938789,0.9705037560760044,,,,
9.120696644090238,0.9568161732213873,,,,
9.216601313846311,0.9502258555506451,,,,
9.292315526811631,0.94388901163647,,,,
9.393267810765392,0.9400869052879655,,,,
9.536283546366553,0.9343837457652082,,,,
9.635553292254418,0.9400869052879655,,,,
9.738188114274076,0.9451563804193048,,,,
9.839140398227835,0.9514932243334799,,,,
9.940092682181596,0.9565626994648193,,,,
10.041044966135358,0.9705037560760044,,,,
10.133584559759639,0.9781079687730143,,,,
10.22612415338392,0.9914153409927815,,,,
10.4448541019504,1.0135942946923935,,,,
10.54580638590416,1.0224658761722392,,,,
10.646758669857922,1.0294364044778312,,,,
10.747710953811684,1.0370406171748412,,,,
10.840250547435963,1.038941670349094,,,,
10.983266283037125,1.0465458830461039,,,,
11.084218566990884,1.0433774610890163,,,,
11.218821612262566,1.037674301566259,,,,
11.311361205886847,1.034379142730888,,,,
11.420726180170087,1.023733244955074,,,,
11.521678464123848,1.0211985073894034,,,,
11.62263074807761,1.0135942946923935,,,,
11.68993227071345,1.008524819561054,,,,
11.959138361256812,0.9914153409927815,,,,
12.055043031012886,0.9857121814700243,,,,
12.161042929164333,0.9781079687730143,,,,
12.261995213118094,0.9781079687730143,,,,
12.362947497071854,0.9781079687730143,,,,
12.463899781025615,0.9781079687730143,,,,
12.564852064979377,0.9781079687730143,,,,
12.665804348933138,0.9781079687730143,,,,
12.758343942557417,0.9781079687730143,,,,
