Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Na_x,J_Na_y,J_Na_z,J_Cl_x,J_Cl_y,J_Cl_z,J_Mg_x,J_Mg_y,J_Mg_z
3990,7538.604513934058,-0.0013637516,-0.0011587811,-0.00034304045,3.3480786244107232,-12.50639008359162,15.287001985423316,11.139065293131587,29.96474628775437,-36.103543950303184,-12.829568858930024,-9.34298839608282,6.616156833248705
3995,7538.604513934058,-0.0013190039,-0.000793863,-8.183468e-05,4.363879265316305,-12.395830197669463,13.163325160705188,6.151380848358032,30.11442122589658,-34.29920720767378,-8.857684820807144,-9.60322307459619,6.935496882770702
4000,7538.604513934058,-0.0012261148,-0.00038673406,0.00018029494,5.161134446538076,-11.693890661207154,10.814227132655777,0.2836818642210863,28.951862232066258,-31.353131893920107,-3.787241438436862,-9.142603438425157,6.338519711675498
4005,7538.604513934058,-0.001089284,-1.4967109e-05,0.00037458586,5.494026947627835,-10.35389193166561,8.324982599229532,-5.616093458365634,26.693407151347554,-27.457224777288246,1.779641404147303,-8.224146837926401,4.931857131860479
4010,7538.604513934058,-0.00088450906,0.0002706991,0.00044528485,5.255630514611302,-8.392745174375202,5.792143346026695,-10.724989991933157,23.612652196655894,-23.151044470716172,7.12693444684152,-7.10453852569235,3.158516258731278
4015,7538.604513934058,-0.0005703582,0.0004431209,0.0003744057,4.486851084423951,-5.908392709936785,3.2979882476736178,-14.484066357864712,19.94532499050698,-19.080670267547,11.654789976233197,-5.921563980931113,1.5822970642498966
4020,7538.604513934058,-0.00012758929,0.00048301285,0.0001721554,3.2858536168055155,-3.06656425974729,0.8722199423589143,-16.596615504891922,15.91701310932483,-15.689748592256114,14.968336227622395,-4.735080846662913,0.6171438233310156
4025,7538.604513934058,0.00040269375,0.00038965634,-0.00013101129,1.733503818584257,-0.06516407316162098,-1.5083349935105275,-16.905727757304355,11.827089983480313,-13.047116905523337,16.829797852198286,-3.6465580157721877,0.35506725142712536
4030,7538.604513934058,0.00092266325,0.00020371005,-0.00048491632,-0.10493376929708648,2.8963839808616765,-3.8569110278206256,-15.324678311150926,7.977385023075557,-10.899130343004556,17.087185509280577,-2.7584010110925186,0.555656390587127
4035,7538.604513934058,0.0013220719,5.883574e-07,-0.0008329102,-2.138984561192512,5.646585311894843,-6.105602203055479,-11.93091272195408,4.53088988939969,-8.87759768218505,15.727470702722318,-2.0621074238636528,0.782814891181796
4040,7538.604513934058,0.0015258853,-0.00014867348,-0.0011201052,-4.237560571830283,8.084321364612654,-8.10955049662358,-7.093188887721332,1.515293584073948,-6.724522432433989,12.988322703198328,-1.4842475255912166,0.6336879469914392
4045,7538.604513934058,0.001522788,-0.00021393417,-0.0012945795,-6.254845205796764,10.225802671394879,-9.732607571803113,-1.4211209317191926,-1.0816517934238794,-4.400358284028445,9.333539214234012,-1.028783149076206,-0.06741958858529973
4050,7538.604513934058,0.0013662509,-0.00020636819,-0.00132501,-8.06599947194674,12.211432206216662,-10.93325117885469,4.396328117613745,-3.285818537017188,-2.008980443662696,5.327244667497841,-0.8102459554404946,-1.2581535858238668
4055,7538.604513934058,0.0011388215,-0.00015044573,-0.0012269045,-9.590710906763448,14.2267268881456,-11.777124656718588,9.740692526234746,-5.169319891658526,0.31534753067015076,1.5075918318517596,-0.9420389476193114,-2.738607961092758
4060,7538.604513934058,0.0009008907,-7.124362e-05,-0.0010649462,-10.804712604367989,16.371778288598357,-12.368890385166665,14.24434079422451,-6.806629056969834,2.400678869602677,-1.7820547965483184,-1.4497810459845777,-4.232173581947255
4065,7538.604513934058,0.0006667424,1.8704792e-06,-0.00091335253,-11.735707818036204,18.59345917456045,-12.767421346676667,17.92843230348639,-8.196989255568107,4.037954226276521,-4.53515112668435,-2.2811016956596166,-5.470918027208801
4070,7538.604513934058,0.0004295186,4.52405e-05,-0.0008084774,-12.449659733436889,20.740771422684304,-12.966324601612097,21.09217380774897,-9.327867084566673,5.099815094030672,-6.984940612520286,-3.2975360377361502,-6.3338756650531725
4075,7538.604513934058,0.0002048936,6.0664635e-05,-0.0007388579,-13.03812752315617,22.665052575171615,-12.939475668170882,23.971493491499487,-10.328782213260698,5.6221235642917895,-9.275792696850539,-4.2209020011844585,-6.88303288149965
4080,7538.604513934058,4.8285783e-05,7.908388e-05,-0.00067598163,-13.599027837343343,24.257805312463056,-12.68044624497135,26.439098069120874,-11.487105224301626,5.718378656340312,-11.182496860000235,-4.655331749633932,-7.238317092121553
4085,7538.604513934058,2.0335843e-05,0.00013983522,-0.0006036577,-14.206810674084874,25.425901334736004,-12.20316449221583,28.00828234204198,-13.083819964324057,5.434187559421189,-12.143897846212774,-4.226712993860291,-7.431407958936154
4090,7538.604513934058,0.00013586045,0.0002584681,-0.0005131831,-14.888344241534025,26.073582884043894,-11.525863386661072,28.166660974099052,-15.22827539842189,4.718855444494955,-11.620743132431809,-2.729939237925736,-7.393376983699829
4095,7538.604513934058,0.00036090173,0.00041033537,-0.00039083665,-15.620735108650951,26.12766031901952,-10.660315151979841,26.757445871057286,-17.819132873367284,3.5319287222930873,-9.479136926291964,-0.19315905536250177,-7.071998597804315
4100,7538.604513934058,0.00065377384,0.00054408255,-0.00023004334,-16.34663772448268,25.580274774870816,-9.608037433265517,24.061381967722255,-20.622545286759202,1.9540081028365162,-6.057170142582317,3.1576390568613544,-6.5463555057480445
4105,7538.604513934058,0.0009923264,0.00061076356,-4.9173104e-05,-16.989019152223154,24.50375247353037,-8.360550220901597,20.591086692171196,-23.388185429391253,0.18509284455400987,-1.9444930584457962,6.999801704997209,-6.024927569885596
4110,7538.604513934058,0.001361648,0.00058650883,0.00011180132,-17.455950410434998,23.02283723626129,-6.90755947538356,16.863176811248984,-25.876211361713015,-1.5833825585384322,2.250348121259895,10.968742671643398,-5.7094430328992605
4115,7538.604513934058,0.001724051,0.00047655328,0.00021461217,-17.642533585285957,21.265800316948628,-5.257313361193621,13.262886415406577,-27.803242097231216,-3.3261775745620246,6.037222022784708,14.652810127127577,-5.61689444146524
4120,7538.604513934058,0.0020157683,0.00030724827,0.00024689865,-17.438258416827477,19.32438850493741,-3.4624429273303683,9.992657004102398,-28.85104373825825,-5.195963554592,9.103176077170364,17.64202338393325,-5.541979020888365
4125,7538.604513934058,0.0021803125,0.000114475755,0.00022668522,-16.739703326728442,17.238420858273052,-1.6332636412976265,7.109507842473132,-28.75761715299792,-7.301848362023724,11.287769631365457,19.634564796174068,-5.265273303569676
4130,7538.604513934058,0.002193577,-7.034627e-05,0.00018654799,-15.465406278594411,15.003235000614541,0.07901940353757508,4.616481104083387,-27.391081725446053,-9.454577096474369,12.506499345137065,20.503215483195795,-4.824827591646145
4135,7538.604513934058,0.0020570382,-0.00024026449,0.00015866528,-13.573400011441674,12.590103979580414,1.5290559939871748,2.503557892577982,-24.787578391455693,-11.18985004856061,12.727416272434432,20.31284341749297,-4.539591111727906
4140,7538.604513934058,0.0017879461,-0.00042500236,0.00016781747,-11.084031185501779,9.975624377514169,2.630833442377014,0.6755059060773219,-21.20567553882179,-12.039958869440147,12.066099250011693,19.345419950873023,-4.791259985989574
4145,7538.604513934058,0.0014288655,-0.0006639119,0.00021361,-8.107533906319993,7.183831260985746,3.3918297235008947,-1.0884627784317864,-17.141626348540417,-11.771045774449002,10.853570961727321,18.07316412028986,-5.82116964730577
4150,7538.604513934058,0.0010527872,-0.0009566893,0.00025294904,-4.863229364726986,4.332687059377852,3.9150612145835924,-2.942457624279197,-13.160002696171102,-10.511487104013879,9.463261005300527,16.94268462650752,-7.603959695004424
4155,7538.604513934058,0.000736951,-0.0012583497,0.00023069896,-1.6621503059677811,1.6462775345867637,4.35867648301927,-4.755624958345944,-9.6100629312856,-8.744275281297382,8.075348927012904,16.0791544189221,-9.814786969256067
4160,7538.604513934058,0.0005267755,-0.0015161437,0.0001367465,1.1635678747247695,-0.6064444868420161,4.851686337438412,-6.21433864357743,-6.503238894066859,-7.070696063467706,6.7083442673530325,15.22505214777875,-11.98137599966268
4165,7538.604513934058,0.00042372092,-0.0016890385,1.4995737e-05,3.354923804034563,-2.2209480696360027,5.412632796743754,-7.009891000313579,-3.617837078289212,-5.92158127133437,5.312540467529406,13.954154283167288,-13.691436909697051
4170,7538.604513934058,0.000392837,-0.0017538355,-8.1079816e-05,4.788143328653398,-3.1329891715462947,5.947428795615894,-6.827624506045248,-0.697829660861891,-5.488369376217383,3.6970544551651345,11.946187896314495,-14.65944466393322
4175,7538.604513934058,0.00037833833,-0.001708264,-0.00013514457,5.483522315926159,-3.4173121501984918,6.338791370833394,-5.377845773666985,2.3795284842884676,-5.836746546851578,1.5518968420138937,9.15315282951151,-14.702430092057886
4180,7538.604513934058,0.00032467363,-0.0015732094,-0.00016676888,5.582388049480861,-3.2305570547727696,6.550526920352684,-2.631372620412431,5.5470655500060895,-6.977014766213616,-1.2934420279133247,5.798860679652263,-13.773897353062614
4185,7538.604513934058,0.0002002119,-0.0013942245,-0.00019174315,5.310365536499366,-2.739018601682299,6.661633447919929,1.0013190901382893,8.59771133616174,-8.81184608768647,-4.654111383352638,2.2566763947495025,-12.050172736145589
4190,7538.604513934058,1.8014382e-05,-0.0012263958,-0.00019789931,4.922045616980531,-2.0700242318593594,6.806625878423336,4.740011057861133,11.269914183826913,-11.061630745157098,-8.004483405166747,-1.0845207852774355,-9.945380656977624
4195,7538.604513934058,-0.00016398009,-0.0011095494,-0.00015075861,4.633466219145693,-1.31458606453402,7.06616973192239,7.669315217789634,13.342952338858009,-13.29936500127108,-10.645208056813196,-3.912997249478666,-7.967190519540427
4200,7538.604513934058,-0.00027186758,-0.0010629927,-1.394052e-05,4.58005142572255,-0.5617813661987823,7.3915340933631235,9.02909808813741,14.745635089093273,-15.09186917061991,-11.951575880405356,-6.068484868906398,-6.500050575786564
4205,7538.604513934058,-0.00025936926,-0.0010913678,0.0002331187,4.817972178590471,0.0929337157581831,7.622406195322117,8.489808345545615,15.598773280465007,-16.11732868999455,-11.650207026951556,-7.576338122243487,-5.705463084630002
4210,7538.604513934058,-0.00013471585,-0.0011799304,0.0005755765,5.343048370419174,0.5810318541485266,7.57797277981125,6.275248211121955,16.10306264131837,-16.259688189021055,-9.960723181313305,-8.568725466722118,-5.518669847884131
4215,7538.604513934058,5.001741e-05,-0.0012892191,0.000954825,6.104269671800911,0.8918231304146973,7.146006893356105,3.0285670906206468,16.362141909760215,-15.720693355050328,-7.475263385203955,-9.13859569589958,-5.625698862573164
4220,7538.604513934058,0.00023825507,-0.0013584895,0.0012983327,7.013603169639727,1.0665845668832414,6.317284866807758,-0.5104562133445771,16.31697674874735,-14.972527371436383,-4.8455734436574245,-9.268191825092163,-5.545143042317624
4225,7538.604513934058,0.0004043744,-0.0013252227,0.0015617263,7.958516066880739,1.1702708267353534,5.16800609008759,-3.812444355919861,15.799471803771986,-14.465837659758781,-2.4884983967785343,-8.854373099321766,-4.902554282195898
4230,7538.604513934058,0.0005580209,-0.0011589689,0.0017356288,8.81927527722427,1.2693672743994757,3.818559760803044,-6.644020084592619,14.592930588831539,-14.366243610704919,-0.5176815666126757,-7.746928355659565,-3.652702160068121
4235,7538.604513934058,0.0007212401,-0.000884375,0.0018281181,9.492663464663098,1.420868407724403,2.391650533354994,-8.938499422238344,12.51033212327398,-14.538431285498495,1.1034094104034624,-5.815831231189167,-2.053604938618638
4240,7538.604513934058,0.00090642914,-0.00057033804,0.0018572271,9.91982446782048,1.6613980749394182,0.9820701743778844,-10.663169737494279,9.58197254155526,-14.666618378378173,2.4009185386312923,-3.1280015115947197,-0.5158377077417855
4245,7538.604513934058,0.00111609,-0.0002887194,0.0018496206,10.108470700260561,1.99406490771121,-0.3555173376621594,-11.805331771829632,6.251353587724559,-14.39034494624863,3.354434277782336,-0.13004925191062178,0.5454764314968896
4250,7538.604513934058,0.0013501509,-7.611514e-05,0.0018288242,10.13568132522186,2.3827114143137376,-1.5993403223851685,-12.398973873834745,3.3136844416752513,-13.496165092128633,3.9208658395583074,2.4189739165564808,0.8951195988089138
4255,7538.604513934058,0.0016016862,7.318802e-05,0.0017980098,10.12119877691429,2.7594639201238813,-2.740758815388754,-12.510568492256539,1.5751796121061172,-12.075786872181174,4.0469433635372,3.780726350331589,0.6161598150234472
4260,7538.604513934058,0.0018392348,0.00018047009,0.001736459,10.172716572942125,3.038626907724895,-3.7681359882713057,-12.18598438740548,1.5064955017354476,-10.463051726710527,3.670841525112399,3.5702476772245983,0.030801919385875287
4265,7538.604513934058,0.0020032914,0.00025184214,0.0016143812,10.323142381577313,3.1257723034182643,-4.669352824098961,-11.367075592892547,3.08976243428548,-9.03537425968532,2.701506923076584,1.8998354222828322,-0.4956585677477152
4270,7538.604513934058,0.0020370465,0.0002874743,0.0014137013,10.502676861131011,2.9249487840684676,-5.449374460107275,-9.877867794079162,5.923017696832508,-8.07678077530906,1.0327643879064157,-0.7325961154886516,-0.6742300281706881
4275,7538.604513934058,0.0019286254,0.00031213916,0.0011347773,10.58687470785252,2.359607657385416,-6.139376707165421,-7.623723364985472,9.486223197980834,-7.7009692841238335,-1.3055780522262772,-3.730460129986838,-0.36003933334123883
4280,7538.604513934058,0.0017277757,0.00036469588,0.0007954721,10.497050299363293,1.4070448404350393,-6.78168178916668,-4.826643516462451,13.31700807857338,-7.8143273418589,-4.0128336594934195,-6.608682773202688,0.3956236374857225
4285,7538.604513934058,0.0015055491,0.00046329055,0.00043884004,10.260030000408268,0.11944942250243229,-7.4074065281834125,-2.011239968083019,17.00643223959866,-8.139601127982166,-6.591217029810589,-9.010511195148226,1.3466222396878846
4290,7538.604513934058,0.0012966504,0.0005943996,0.00013189665,9.979348457021374,-1.3840867461507953,-8.033720881141118,0.20071960360735908,20.138614869792367,-8.251129544437424,-8.522495180324707,-10.63915750691676,2.0844646505489335
4295,7538.604513934058,0.0011088043,0.0007263282,-6.385711e-05,9.763868457648176,-2.9429013061484968,-8.679092953129281,1.3284440892097251,22.319132739735654,-7.676172258826261,-9.434739502772505,-11.26086110819897,2.1548794600299406
4300,7538.604513934058,0.0009659413,0.0008251909,-0.00012683569,9.674840504084827,-4.384245462536865,-9.371137068522566,1.2263197545343143,23.321721255749583,-6.114906774949336,-9.243587146789583,-10.822105259928595,1.2856579815621334
4305,7538.604513934058,0.00089735445,0.0008565806,-7.886109e-05,9.710007459503217,-5.550859280355735,-10.133754920500234,0.15722345284656483,23.203676577271253,-3.637246645034822,-8.209657450977762,-9.537446890058437,-0.4293843345161905
4310,7538.604513934058,0.0008982168,0.0007824311,3.8375747e-05,9.812153485850544,-6.321158752750715,-10.96940511588151,-1.2989279202121091,22.25325045099395,-0.6901493654450315,-6.855651984063962,-7.8167211272841985,-2.5408318509229604
4315,7538.604513934058,0.0009276032,0.0005700836,0.0001850276,9.884415532563697,-6.623673880177597,-11.858968873749529,-2.4690658421014726,20.802167508706912,2.111214338378856,-5.757776309885166,-6.063123355011429,-4.452631188143106
4320,7538.604513934058,0.0009461884,0.00021702316,0.00033584735,9.806122620982467,-6.450730296116893,-12.777183577602283,-2.851338969572674,19.020877774121214,4.304042915600201,-5.297210631855645,-4.454777170892429,-5.72724497207074
4325,7538.604513934058,0.0009479517,-0.000229365,0.0004858162,9.458448288830809,-5.864754871166446,-13.704548276549087,-2.28630616871442,16.851917088075744,5.80322233801539,-5.51456907406094,-2.871791740460411,-6.2990598520094965
4330,7538.604513934058,0.000961003,-0.00068021566,0.000643162,8.770647401713276,-4.983519563505478,-14.628126731694703,-0.9538825457179954,14.161912347321387,6.86707183799202,-6.159192122315226,-1.0630218580366062,-6.439331030106962
4335,7538.604513934058,0.0010246679,-0.001037223,0.00080773194,7.7687649373289,-3.9477104808060615,-15.540201569000839,0.7529512307505684,10.991158418305867,7.861187726165851,-6.864143439000995,1.0719232733069486,-6.521371862746865
4340,7538.604513934058,0.0011600485,-0.0012267084,0.0009539611,6.576214494309273,-2.89786831450642,-16.440579337423756,2.3829175932628477,7.706134975328373,8.99623352302054,-7.301559696672425,3.3071047489035674,-6.756039879413412
4345,7538.604513934058,0.0013505946,-0.0012212807,0.0010427907,5.346032647102326,-1.9768273539770682,-17.33442840497015,3.556543361577939,4.922491088193731,10.195594634912899,-7.245003304633369,5.16970779173853,-7.061551830554355
4350,7538.604513934058,0.0015406393,-0.0010492846,0.0010537783,4.181079543123011,-1.3351020290387599,-18.216744496140798,4.052817405889534,3.203171896481522,11.188725134289909,-6.576324219276949,6.247301894564499,-7.172366276566582
4355,7538.604513934058,0.001662803,-0.000805409,0.001002664,3.1093695838209117,-1.109704630125133,-19.052390339845502,3.849144980413712,2.7616958937221563,11.725840337164597,-5.30094191943129,6.463380519734256,-6.873835714862627
4360,7538.604513934058,0.0016809462,-0.00064031244,0.00092440424,2.116087709706439,-1.3813794148331429,-19.7710209771351,3.122224116829334,3.4584607816893795,11.621956055457604,-3.5807392922615087,6.038290280052662,-6.051321031559757
4365,7538.604513934058,0.0015841254,-0.00068468065,0.0008358412,1.1872848091808157,-2.1424395731987227,-20.28310693034587,2.255430533049096,4.996516343696144,10.688743998781634,-1.785142987111552,5.261294834625643,-4.606023102567098
4370,7538.604513934058,0.0013562231,-0.0009429016,0.00072993076,0.3291740706991868,-3.2983172851340408,-20.50507198323181,1.7635919086728755,7.013849219746348,8.87818957232316,-0.4351931625750973,4.399839802722183,-2.573503449727843
4375,7538.604513934058,0.0009934908,-0.0012754702,0.000605086,-0.44017757243990285,-4.699023328761037,-20.37912837298723,1.9628871950821845,9.144030197482376,6.491694740504101,0.13486352591650785,3.670365193601084,-0.31295223227917845
4380,7538.604513934058,0.0005326321,-0.0015208361,0.00048587844,-1.1082656005309073,-6.181031155155731,-19.882954964577277,2.726815307528791,11.11461073872782,4.129774390401108,0.03902335876415819,3.181792702333679,1.5527946161224353
4385,7538.604513934058,4.557799e-05,-0.0016065772,0.00041510814,-1.675897697787046,-7.602360578722662,-19.032357295657906,3.689563922079742,12.759925946504026,2.412104033780053,-0.35609327686318704,2.9578070849281195,2.4198672460102797
4390,7538.604513934058,-0.00038494956,-0.0015399633,0.0004206293,-2.149330625979824,-8.863023245535667,-17.880709300606444,4.556497128401601,13.984163309546012,1.7714185284908677,-0.7495935279184147,2.994232447516606,1.9089047571820528
4395,7538.604513934058,-0.0006907964,-0.0013701804,0.00049116276,-2.526034634844005,-9.910606569439048,-16.511403035892048,5.1824724649900515,14.757782793513226,2.445684581726309,-0.9988650093618467,3.268196295652798,-0.13466731069766968
4400,7538.604513934058,-0.0008338666,-0.0011749233,0.0005931336,-2.788082240091067,-10.734166612560733,-15.015371364129585,5.450066795197479,15.110545749592678,4.481320377971369,-1.0044121480204309,3.7389933488454528,-3.666334148941506
4405,7538.604513934058,-0.0008203567,-0.0010229162,0.00070750917,-2.911654061463093,-11.34919632030091,-13.45742030202679,5.180835536320508,15.079560205049678,7.612295633830451,-0.6116093161926375,4.38500821441694,-8.355261018435533
4410,7538.604513934058,-0.00072248164,-0.0009305962,0.00084535853,-2.8904225212171584,-11.777880354343727,-11.85346144442179,4.238798231479005,14.695633393836367,11.128938362476275,0.30919655552140046,5.197618467722988,-13.475862762710138
4415,7538.604513934058,-0.00066260726,-0.00087180897,0.0010265859,-2.7571014035201094,-12.03287271615722,-10.177321659114803,2.7155403277170187,14.061103857887119,13.962984621144697,1.6991337688523962,6.087140591397384,-17.98604899820331
4420,7538.604513934058,-0.0007305873,-0.0008127284,0.0012419067,-2.581020707999314,-12.113655949873143,-8.38921220903763,1.0202032365882685,13.350357271331507,15.117025210579472,3.218389881018145,6.878670629394675,-20.928198683753557
4425,7538.604513934058,-0.0009246575,-0.00073175895,0.0014346788,-2.436914075973518,-12.018713155244262,-6.464606722392325,-0.20054615825436972,12.680039319080922,14.142575493059725,4.29503237528849,7.454045755254539,-21.878354121823044
4430,7538.604513934058,-0.0011644141,-0.0006380323,0.0015258498,-2.367207394850893,-11.766146007109858,-4.413396253640951,-0.32531529414927096,12.084010884866402,11.233551821746973,4.3500948596920965,7.797507430118187,-21.020540840597654
4435,7538.604513934058,-0.0013287248,-0.00057239213,0.001460077,-2.3661363931750112,-11.407029130088125,-2.2902758973043618,0.8826844917980488,11.63168647963208,7.017814801564834,3.1410240376790783,7.890714906087579,-18.92792398649309
4440,7538.604513934058,-0.0013108156,-0.00057099917,0.0012288464,-2.393112372344963,-11.019796068328512,-0.19544041352061647,3.0686197303125553,11.502282028827143,2.253420224485179,0.982064758663971,7.632886529955341,-16.25836505624958
4445,7538.604513934058,-0.0010834982,-0.00063040754,0.0008582693,-2.3994794370591004,-10.686535476575449,1.74053451263784,5.470474013470724,11.95447089781953,-2.494010768737043,-1.4134221417588675,6.847436852597367,-13.44690928554465
4450,7538.604513934058,-0.00072408706,-0.0007104671,0.00039765422,-2.349105257147941,-10.463407396141923,3.3887808551396468,7.332299528099167,13.221766214481583,-6.998796324661214,-3.325621943815287,5.357013368466779,-10.590369889899568
4455,7538.604513934058,-0.00038181836,-0.00077081524,-7.6511635e-05,-2.225437627819603,-10.363075422806512,4.6570680298489044,8.15939769758689,15.326497627804535,-11.226902488351643,-4.2763882940161535,3.1519498684908296,-7.6305508446197665
4460,7538.604513934058,-0.000206789,-0.0008101288,-0.0004762137,-2.0283537070316777,-10.359877020920473,5.51048553257964,7.8022447066919085,17.970977714123688,-15.074311737631367,-4.116319281976696,0.5042713594272765,-4.63655932251405
4465,7538.604513934058,-0.00026696286,-0.00085852767,-0.0007502807,-1.76510016943383,-10.410208988810558,5.976959690876118,6.458097155971256,20.688807654133235,-18.255810263011824,-3.0354255999954445,-2.1632265947949225,-1.9215355338323308
4470,7538.604513934058,-0.00051843515,-0.0009407989,-0.0009264281,-1.4389218872255565,-10.471022969787958,6.142881758964666,4.4759418445096415,23.10761237455571,-20.361247345679608,-1.3794484872886938,-4.521217301490922,0.017979403745438383
4475,7538.604513934058,-0.0008634585,-0.001072749,-0.0010719723,-1.040913797392828,-10.508637003942061,6.130290773404102,2.140940426144888,25.062973828926804,-20.982633664907503,0.557545143503436,-6.438964882359231,0.6519565623517236
4480,7538.604513934058,-0.001214254,-0.0012619838,-0.0012032489,-0.5505113321140795,-10.501717290804157,6.048578100106841,-0.3068786008548079,26.55243305458914,-19.90036741571378,2.5149616629387914,-7.935343739463223,-0.3485970101404847
4485,7538.604513934058,-0.0014993304,-0.0014929816,-0.0012565067,0.05386871815254757,-10.443073932190096,5.943554815416734,-2.5853283227493113,27.649966730663973,-17.26563418102154,4.189031214689812,-9.091520296707401,-2.878306939377045
4490,7538.604513934058,-0.0016625099,-0.0017305692,-0.0011630139,0.7764481271207071,-10.339452603896865,5.780376888988702,-4.402486477617905,28.393242877442926,-13.646551963844049,5.283609636306274,-9.938417768843737,-6.3342113940429146
4495,7538.604513934058,-0.0016842431,-0.0019448631,-0.0009324142,1.5857558736955655,-10.205405235828449,5.473488063535785,-5.552497548578222,28.65826532248965,-9.889932957681536,5.624312793374037,-10.337487848485853,-9.783941577681082
4500,7538.604513934058,-0.0015807657,-0.0021161626,-0.00063679006,2.4092018485306337,-10.05052033016745,4.944075766775074,-5.939227473852498,28.155641575027037,-6.906020604437743,5.18759688499637,-9.989748876348404,-12.238441740771497
4505,7538.604513934058,-0.0013789686,-0.0022242353,-0.0003516499,3.147592080894233,-9.865161842617633,4.16789791840414,-5.5496939807885575,26.548642054459922,-5.449358922116461,4.059673081825231,-8.568107847367443,-12.91892560444231
4510,7538.604513934058,-0.0010995242,-0.0022559187,-0.00013736774,3.6989192826648507,-9.611929547900393,3.183177788389674,-4.488278573465776,23.61269584372131,-5.852660009350017,2.446930733222021,-5.88539368853826,-11.530904468139317
4515,7538.604513934058,-0.000750342,-0.0022194062,-4.3559096e-05,3.9743139942646524,-9.226580931405076,2.059873594946783,-3.0515602849577546,19.40511010865122,-7.795834819210483,0.7348175975531079,-2.0631565235046754,-8.464425247735024
4520,7538.604513934058,-0.0003437606,-0.0021258385,-9.636195e-05,3.9066406481059532,-8.63006380669703,0.8638601420504877,-1.7009338083712349,14.36591640049993,-10.350434397761036,-0.5481360001103281,2.3795201490763263,-4.7138121331421745
4525,7538.604513934058,7.40005e-05,-0.0019589106,-0.00027364978,3.465885636042789,-7.7501586608743285,-0.35245478705043,-0.822678391935816,9.231394648007711,-12.401625357987486,-0.9856363042526322,6.634136478810161,-1.4463065625363116
4530,7538.604513934058,0.00042750387,-0.0016995791,-0.00050655997,2.6789119716075787,-6.543338489104096,-1.5362940307416104,-0.4532119239279345,4.760015187626423,-13.187742797042064,-0.5681294234272469,9.898695827171377,0.5236501065470185
4535,7538.604513934058,0.00066390994,-0.0013707472,-0.0007112273,1.6297006950725192,-5.007002802183431,-2.6249811293848873,-0.3324764651892984,1.429215980309541,-12.56500210335338,0.360346341847678,11.693159133895005,0.9895965154088016
4540,7538.604513934058,0.00079219026,-0.001023119,-0.00081439235,0.4313505415947132,-3.1835559621519645,-3.5535805010124553,-0.2456858514374255,-0.7359147319006158,-10.89197216807492,1.47190597221567,12.034843104157243,0.24516601625017653
4545,7538.604513934058,0.0008552562,-0.00070054183,-0.000767529,-0.805319251861091,-1.1584532280591684,-4.265576996465151,-0.22574007015600284,-2.0652151578255076,-8.799116840807022,2.688630262466238,11.339041009684209,-1.1356929047300683
4550,7538.604513934058,0.00088351587,-0.00044074544,-0.0005606583,-1.9822107066476171,0.9589328057284578,-4.717249154305371,-0.4338936264182349,-2.888920690702795,-7.017974256496872,4.073675061958118,10.045360424199952,-2.4651631747305247
4555,7538.604513934058,0.0009020467,-0.00027701215,-0.00022767986,-3.0080718548098417,3.0742439958287857,-4.883705752831936,-0.9472001613521535,-3.304495847496261,-6.14572446651704,5.612842634614997,8.345624147667607,-3.1709562662012196
4560,7538.604513934058,0.0009380836,-0.00022438797,0.0001734555,-3.7946554485398707,5.14132107595133,-4.766769272234576,-1.6933387397821154,-3.3307742240821323,-6.379985343238278,7.1455646057184525,6.304825598672961,-3.05363212052308
4565,7538.604513934058,0.0009821261,-0.00027580693,0.0005908018,-4.264225735642992,7.16421952468436,-4.394420036212306,-2.5039916514961034,-3.1228159502233073,-7.456913800861855,8.42578728081941,4.073969067380586,-2.349053051406746
4570,7538.604513934058,0.0009792056,-0.0004008983,0.0009842316,-4.362704092295765,9.17273211541242,-3.810791580031275,-3.191786118130036,-2.965278303740787,-8.816500168909391,9.21205969714726,1.9079187280592134,-1.5730956263400104
4575,7538.604513934058,0.0008774349,-0.0005383254,0.0013119718,-4.068424669233661,11.191716231502417,-3.0673932602906118,-3.6507567708849784,-3.1723781571225924,-9.85172825802051,9.376750902611153,0.09603480662981467,-1.2812658285514869
4580,7538.604513934058,0.0006679533,-0.0006100793,0.0015374993,-3.3950392899070145,13.216550762628964,-2.2226160165548774,-3.9086425179793816,-3.9836765949538755,-10.153429353346786,8.961251188415254,-1.1175011772350434,-1.8243423652642479
4585,7538.604513934058,0.00038271744,-0.00056163914,0.0016523573,-2.393321151169526,15.197699091144665,-1.3445785254000486,-4.048030352050768,-5.4739861859660675,-9.666963757684188,8.098920952030374,-1.6083401775606934,-3.1888455095508204
4590,7538.604513934058,6.84932e-05,-0.00039641585,0.0016807228,-1.150485429875639,17.039407756872883,-0.5080932056546423,-4.087409383128937,-7.5867707614078395,-8.668637418605561,6.89546443877686,-1.3372644513395233,-5.023656944595507
4595,7538.604513934058,-0.00023385751,-0.00019299943,0.0016516634,0.217801665311403,18.618197781043186,0.21697985921922608,-3.9627575935801325,-10.225783547596524,-7.582387536242948,5.402525495724664,-0.277041462409487,-6.834980224197727
4600,7538.604513934058,-0.0004856334,-9.110974e-05,0.0015576936,1.579477062203173,19.814716970175418,0.7812912089036563,-3.622811691456257,-13.218176613255206,-6.7314956401123105,3.7009042461446064,1.5188329235104003,-8.250183459688207
